cognate_id	lect_id	segments
w000	north	p a ⁵⁵
w000	central	p a ⁵⁵
w000	south	p a ³³
w001	north	t a ⁵⁵
w001	central	t a ⁵⁵
w001	south	t a ³³
w002	north	k a ⁵⁵
w002	central	k a ⁵⁵
w002	south	k a ³³
w003	north	m a ⁵⁵
w003	central	m a ⁵⁵
w003	south	m a ³³
w004	north	n a ⁵⁵
w004	central	n a ⁵⁵
w004	south	n a ³³
w005	north	s a ⁵⁵
w005	central	s a ⁵⁵
w005	south	s a ³³
w006	north	l a ⁵⁵
w006	central	l a ⁵⁵
w006	south	l a ³³
w007	north	j a ⁵⁵
w007	central	j a ⁵⁵
w007	south	j a ³³
w008	north	b a ¹¹
w008	central	b a ³³
w008	south	b a ¹¹
w009	north	d a ¹¹
w009	central	d a ³³
w009	south	d a ¹¹
w010	north	g a ¹¹
w010	central	g a ³³
w010	south	g a ¹¹
w011	north	f a ¹¹
w011	central	f a ³³
w011	south	f a ¹¹
w012	north	v a ¹¹
w012	central	v a ³³
w012	south	v a ¹¹
w013	north	z a ¹¹
w013	central	z a ³³
w013	south	z a ¹¹
w014	north	r a ¹¹
w014	central	r a ³³
w014	south	r a ¹¹
w015	north	w a ¹¹
w015	central	w a ³³
w015	south	w a ¹¹
