cognate_id	lect_id	segments
w001	proto	b a n
w001	daughter	b a n ¹¹
w002	proto	p a n
w002	daughter	p a n ⁵⁵
w003	proto	b a ŋ
w003	daughter	b a ŋ ¹¹
w004	proto	p a ŋ
w004	daughter	p a ŋ ⁵⁵
w005	proto	b a
w005	daughter	b a ¹¹
w006	proto	p a
w006	daughter	p a ⁵⁵
w007	proto	b e n
w007	daughter	b e n ¹¹
w008	proto	p e n
w008	daughter	p e n ⁵⁵
w009	proto	b e ŋ
w009	daughter	b e ŋ ¹¹
w010	proto	p e ŋ
w010	daughter	p e ŋ ⁵⁵
w011	proto	b e
w011	daughter	b e ¹¹
w012	proto	p e
w012	daughter	p e ⁵⁵
w013	proto	b i n
w013	daughter	b i n ¹¹
w014	proto	p i n
w014	daughter	p i n ⁵⁵
w015	proto	b i ŋ
w015	daughter	b i ŋ ¹¹
w016	proto	p i ŋ
w016	daughter	p i ŋ ⁵⁵
w017	proto	b i
w017	daughter	b i ¹¹
w018	proto	p i
w018	daughter	p i ⁵⁵
w019	proto	b o n
w019	daughter	b o n ¹¹
w020	proto	p o n
w020	daughter	p o n ⁵⁵
w021	proto	b o ŋ
w021	daughter	b o ŋ ¹¹
w022	proto	p o ŋ
w022	daughter	p o ŋ ⁵⁵
w023	proto	b o
w023	daughter	b o ¹¹
w024	proto	p o
w024	daughter	p o ⁵⁵
w025	proto	b u n
w025	daughter	b u n ¹¹
w026	proto	p u n
w026	daughter	p u n ⁵⁵
w027	proto	b u ŋ
w027	daughter	b u ŋ ¹¹
w028	proto	p u ŋ
w028	daughter	p u ŋ ⁵⁵
w029	proto	b u
w029	daughter	b u ¹¹
w030	proto	p u
w030	daughter	p u ⁵⁵
w031	proto	d a n
w031	daughter	d a n ¹¹
w032	proto	t a n
w032	daughter	t a n ⁵⁵
w033	proto	d a ŋ
w033	daughter	d a ŋ ¹¹
w034	proto	t a ŋ
w034	daughter	t a ŋ ⁵⁵
w035	proto	d a
w035	daughter	d a ¹¹
w036	proto	t a
w036	daughter	t a ⁵⁵
w037	proto	d e n
w037	daughter	d e n ¹¹
w038	proto	t e n
w038	daughter	t e n ⁵⁵
w039	proto	d e ŋ
w039	daughter	d e ŋ ¹¹
w040	proto	t e ŋ
w040	daughter	t e ŋ ⁵⁵
w041	proto	d e
w041	daughter	d e ¹¹
w042	proto	t e
w042	daughter	t e ⁵⁵
w043	proto	d i n
w043	daughter	d i n ¹¹
w044	proto	t i n
w044	daughter	t i n ⁵⁵
w045	proto	d i ŋ
w045	daughter	d i ŋ ¹¹
w046	proto	t i ŋ
w046	daughter	t i ŋ ⁵⁵
w047	proto	d i
w047	daughter	d i ¹¹
w048	proto	t i
w048	daughter	t i ⁵⁵
w049	proto	d o n
w049	daughter	d o n ¹¹
w050	proto	t o n
w050	daughter	t o n ⁵⁵
w051	proto	d o ŋ
w051	daughter	d o ŋ ¹¹
w052	proto	t o ŋ
w052	daughter	t o ŋ ⁵⁵
w053	proto	d o
w053	daughter	d o ¹¹
w054	proto	t o
w054	daughter	t o ⁵⁵
w055	proto	d u n
w055	daughter	d u n ¹¹
w056	proto	t u n
w056	daughter	t u n ⁵⁵
w057	proto	d u ŋ
w057	daughter	d u ŋ ¹¹
w058	proto	t u ŋ
w058	daughter	t u ŋ ⁵⁵
w059	proto	d u
w059	daughter	d u ¹¹
w060	proto	t u
w060	daughter	t u ⁵⁵
w061	proto	g a n
w061	daughter	g a n ¹¹
w062	proto	k a n
w062	daughter	k a n ⁵⁵
w063	proto	g a ŋ
w063	daughter	g a ŋ ¹¹
w064	proto	k a ŋ
w064	daughter	k a ŋ ⁵⁵
w065	proto	g a
w065	daughter	g a ¹¹
w066	proto	k a
w066	daughter	k a ⁵⁵
w067	proto	g e n
w067	daughter	g e n ¹¹
w068	proto	k e n
w068	daughter	k e n ⁵⁵
w069	proto	g e ŋ
w069	daughter	g e ŋ ¹¹
w070	proto	k e ŋ
w070	daughter	k e ŋ ⁵⁵
w071	proto	g e
