cognate_id	lect_id	segments
life	latin	w i t a
life	spanish	b i d a
friend	latin	a m i k u
friend	spanish	a m i ɣ o
wheat	latin	t r i t i k u
wheat	spanish	t r i ɣ o
fire	latin	f o k u
fire	spanish	f w e ɣ o
lake	latin	l a k u
lake	spanish	l a ɣ o
wolf	latin	l u p u
wolf	spanish	l o b o
know	latin	s a p e r e
know	spanish	s a b e r
goat	latin	k a p r a
goat	spanish	k a b r a
thread	latin	f i l u
thread	spanish	i l o
mature	latin	m a t u r u
mature	spanish	m a d u r o
wheel	latin	r o t a
wheel	spanish	r w e d a
stand	latin	s t a t u
stand	spanish	e s t a d o
silver	latin	a r g e n t u
silver	spanish	p l a t a
bitter	latin	a m a r u
bitter	spanish	a m a r ɣ o
field	latin	k a m p u
field	spanish	k a m p o
hundred	latin	k e n t u
hundred	spanish	θ j e n t o
saint	latin	s a n k t u
saint	spanish	s a n t o
part	latin	p a r t e
part	spanish	p a r t e
high	latin	a l t u
high	spanish	a l t o
horse	latin	k a b a l l u
horse	spanish	k a b a ʎ o
open	latin	a p e r t u
open	spanish	a b j e r t o
fifth	latin	k w i n t u
fifth	spanish	k i n t o
break	latin	r u p t u
break	spanish	r o t o
point	latin	p u n k t u
point	spanish	p u n t o
