cognate_id	lect_id	segments
goose	pgmc	g a n s
goose	oe	g oː s
tooth	pgmc	t a n θ
tooth	oe	t oː θ
other	pgmc	a n θ a r
other	oe	oː θ e r
god	pgmc	a n s u
god	oe	oː s
soft	pgmc	s a m f t
soft	oe	s oː f t
us	pgmc	u n s
us	oe	uː s
mouth	pgmc	m u n θ
mouth	oe	m uː θ
south	pgmc	s u n θ
south	oe	s uː θ
known	pgmc	k u n θ
known	oe	k uː θ
youth	pgmc	j u n θ
youth	oe	j uː θ
five	pgmc	f i m f
five	oe	f iː f
fifth	pgmc	f i m f t
fifth	oe	f iː f t
strong	pgmc	s w i n θ
strong	oe	s w iː θ
hand	pgmc	h a n d
hand	oe	h a n d
land	pgmc	l a n d
land	oe	l a n d
bind	pgmc	b i n d
bind	oe	b i n d
long	pgmc	l a n g
long	oe	l a n g
drink	pgmc	d r i n k
drink	oe	d r i n k
lamb	pgmc	l a m b
lamb	oe	l a m b
stand	pgmc	s t a n d
stand	oe	s t a n d
wind	pgmc	w i n d
wind	oe	w i n d
wound	pgmc	w u n d
wound	oe	w u n d
bank	pgmc	b a n k
bank	oe	b a n k
sing	pgmc	s i n g
sing	oe	s i n g
under	pgmc	u n d a r
under	oe	u n d e r
man	pgmc	m a n
man	oe	m a n
name	pgmc	n a m a
name	oe	n a m a
son	pgmc	s u n u
son	oe	s u n u
moon	pgmc	m eː n a
moon	oe	m oː n a
honey	pgmc	h u n a g
honey	oe	h u n e g
