cognate_id	lect_id	segments
w00	proto	k a s p e
w00	daughter	k a s f e
w01	proto	k r a p i
w01	daughter	k r a p i
w02	proto	k aː p o
w02	daughter	k aː f o
w03	proto	k r a r p u
w03	daughter	k r a r f u
w04	proto	k r eː p a
w04	daughter	k r eː f a
w05	proto	k r e p i
w05	daughter	k r e p i
w06	proto	k eː p o
w06	daughter	k eː f o
w07	proto	k r e r p u
w07	daughter	k r e r f u
w08	proto	k r iː p a
w08	daughter	k r iː f a
w09	proto	k i s p e
w09	daughter	k i s f e
w10	proto	k iː p o
w10	daughter	k iː f o
w11	proto	k r i r p u
w11	daughter	k r i r f u
w12	proto	k r oː p a
w12	daughter	k r oː f a
w13	proto	k o s p e
w13	daughter	k o s f e
w14	proto	k r o p i
w14	daughter	k r o p i
w15	proto	k r o r p u
w15	daughter	k r o r f u
w16	proto	k r uː p a
w16	daughter	k r uː f a
w17	proto	k u s p e
w17	daughter	k u s f e
w18	proto	k r u p i
w18	daughter	k r u p i
w19	proto	k uː p o
w19	daughter	k uː f o
w20	proto	t r aː p e
w20	daughter	t r aː f e
w21	proto	t a l p i
w21	daughter	t a l f i
w22	proto	t r a p o
w22	daughter	t r a p o
w23	proto	t aː p u
w23	daughter	t aː f u
w24	proto	t e p a
w24	daughter	t e p a
w25	proto	t e l p i
w25	daughter	t e l f i
w26	proto	t r e p o
w26	daughter	t r e p o
w27	proto	t eː p u
w27	daughter	t eː f u
w28	proto	t i p a
w28	daughter	t i p a
w29	proto	t r iː p e
w29	daughter	t r iː f e
w30	proto	t r i p o
w30	daughter	t r i p o
w31	proto	t iː p u
w31	daughter	t iː f u
w32	proto	t o p a
w32	daughter	t o p a
w33	proto	t r oː p e
w33	daughter	t r oː f e
w34	proto	t o l p i
w34	daughter	t o l f i
w35	proto	t oː p u
w35	daughter	t oː f u
w36	proto	t u p a
w36	daughter	t u p a
w37	proto	t r uː p e
w37	daughter	t r uː f e
w38	proto	t u l p i
w38	daughter	t u l f i
w39	proto	t r u p o
w39	daughter	t r u p o
