cognate_id	lect_id	segments
w00	proto	k a p y
w00	daughter	k a f y
w01	proto	k o p y
w01	daughter	k o f y
w02	proto	k a p ø
w02	daughter	k a f ø
w03	proto	k o p ø
w03	daughter	k o f ø
w04	proto	k a p i
w04	daughter	k a p i
w05	proto	k o p i
w05	daughter	k o p i
w06	proto	k a p e
w06	daughter	k a p e
w07	proto	k o p e
w07	daughter	k o p e
w08	proto	t a p y
w08	daughter	t a f y
w09	proto	t o p y
w09	daughter	t o f y
w10	proto	t a p ø
w10	daughter	t a f ø
w11	proto	t o p ø
w11	daughter	t o f ø
w12	proto	t a p i
w12	daughter	t a p i
w13	proto	t o p i
w13	daughter	t o p i
w14	proto	t a p e
w14	daughter	t a p e
w15	proto	t o p e
w15	daughter	t o p e
w16	proto	m a p y
w16	daughter	m a f y
w17	proto	m o p y
w17	daughter	m o f y
w18	proto	m a p ø
w18	daughter	m a f ø
w19	proto	m o p ø
w19	daughter	m o f ø
w20	proto	m a p i
w20	daughter	m a p i
w21	proto	m o p i
w21	daughter	m o p i
w22	proto	m a p e
w22	daughter	m a p e
w23	proto	m o p e
w23	daughter	m o p e
w24	proto	n a p y
w24	daughter	n a f y
w25	proto	n o p y
w25	daughter	n o f y
w26	proto	n a p ø
w26	daughter	n a f ø
w27	proto	n o p ø
w27	daughter	n o f ø
w28	proto	n a p i
w28	daughter	n a p i
w29	proto	n o p i
w29	daughter	n o p i
w30	proto	n a p e
w30	daughter	n a p e
w31	proto	n o p e
w31	daughter	n o p e
w32	proto	l a p y
w32	daughter	l a f y
w33	proto	l o p y
w33	daughter	l o f y
w34	proto	l a p ø
w34	daughter	l a f ø
w35	proto	l o p ø
w35	daughter	l o f ø
w36	proto	l a p i
w36	daughter	l a p i
w37	proto	l o p i
w37	daughter	l o p i
w38	proto	l a p e
w38	daughter	l a p e
w39	proto	l o p e
w39	daughter	l o p e
w40	proto	s a p y
w40	daughter	s a f y
w41	proto	s o p y
w41	daughter	s o f y
w42	proto	s a p ø
w42	daughter	s a f ø
w43	proto	s o p ø
w43	daughter	s o f ø
w44	proto	s a p i
w44	daughter	s a p i
w45	proto	s o p i
w45	daughter	s o p i
w46	proto	s a p e
w46	daughter	s a p e
w47	proto	s o p e
w47	daughter	s o p e
