cognate_id	lect_id	segments
a00	proto	t a n p e
a00	daughter	t a m p e
a01	proto	k a n p i
a01	daughter	k a m p i
a02	proto	s a n p o
a02	daughter	s a m p o
a03	proto	l a n p u
a03	daughter	l a m p u
a04	proto	w e n p a
a04	daughter	w e m p a
a05	proto	t a n b e
a05	daughter	t a m b e
a06	proto	k a n b i
a06	daughter	k a m b i
a07	proto	s a n b o
a07	daughter	s a m b o
a08	proto	l a n b u
a08	daughter	l a m b u
a09	proto	w e n b a
a09	daughter	w e m b a
a10	proto	t a n f e
a10	daughter	t a m f e
a11	proto	k a n f i
a11	daughter	k a m f i
a12	proto	s a n f o
a12	daughter	s a m f o
a13	proto	l a n f u
a13	daughter	l a m f u
a14	proto	w e n f a
a14	daughter	w e m f a
a15	proto	t a n t e
a15	daughter	t a n t e
a16	proto	k a n t i
a16	daughter	k a n t i
a17	proto	s a n t o
a17	daughter	s a n t o
a18	proto	l a n t u
a18	daughter	l a n t u
a19	proto	w e n t a
a19	daughter	w e n t a
a20	proto	t a n d e
a20	daughter	t a n d e
a21	proto	k a n d i
a21	daughter	k a n d i
a22	proto	s a n d o
a22	daughter	s a n d o
a23	proto	l a n d u
a23	daughter	l a n d u
a24	proto	w e n d a
a24	daughter	w e n d a
a25	proto	t a n s e
a25	daughter	t a n s e
a26	proto	k a n s i
a26	daughter	k a n s i
a27	proto	s a n s o
a27	daughter	s a n s o
a28	proto	l a n s u
a28	daughter	l a n s u
a29	proto	w e n s a
a29	daughter	w e n s a
a30	proto	t a n k e
a30	daughter	t a ŋ k e
a31	proto	k a n k i
a31	daughter	k a ŋ k i
a32	proto	s a n k o
a32	daughter	s a ŋ k o
a33	proto	l a n k u
a33	daughter	l a ŋ k u
a34	proto	w e n k a
a34	daughter	w e ŋ k a
a35	proto	t a n g e
a35	daughter	t a ŋ g e
a36	proto	k a n g i
a36	daughter	k a ŋ g i
a37	proto	s a n g o
a37	daughter	s a ŋ g o
a38	proto	l a n g u
a38	daughter	l a ŋ g u
a39	proto	w e n g a
a39	daughter	w e ŋ g a
