cognate_id	lect_id	segments
w00	proto	k p e a
w00	daughter	k p e a
w01	proto	n p i a
w01	daughter	n f i a
w02	proto	k p o a
w02	daughter	k p o a
w03	proto	n p e a
w03	daughter	n f e a
w04	proto	k p e e
w04	daughter	k p e e
w05	proto	k p i e
w05	daughter	k p i e
w06	proto	n p e e
w06	daughter	n f e e
w07	proto	k p e e
w07	daughter	k p e e
w08	proto	n p o i
w08	daughter	n p o i
w09	proto	k p e i
w09	daughter	k p e i
w10	proto	k p e i
w10	daughter	k p e i
w11	proto	n p o i
w11	daughter	n p o i
w12	proto	k p o o
w12	daughter	k p o o
w13	proto	n p e o
w13	daughter	n f e o
w14	proto	k p i o
w14	daughter	k p i o
w15	proto	k p o o
w15	daughter	k p o o
w16	proto	n p e u
w16	daughter	n f e u
w17	proto	k p e u
w17	daughter	k p e u
w18	proto	n p i u
w18	daughter	n f i u
w19	proto	k p o u
w19	daughter	k p o u
w20	proto	k p e a
w20	daughter	k p e a
w21	proto	n p i a
w21	daughter	n f i a
w22	proto	k p o a
w22	daughter	k p o a
w23	proto	n p e a
w23	daughter	n f e a
w24	proto	k p e e
w24	daughter	k p e e
w25	proto	k p i e
w25	daughter	k p i e
w26	proto	n p e e
w26	daughter	n f e e
w27	proto	k p e e
w27	daughter	k p e e
w28	proto	n p o i
w28	daughter	n p o i
w29	proto	k p e i
w29	daughter	k p e i
w30	proto	k p e i
w30	daughter	k p e i
w31	proto	n p o i
w31	daughter	n p o i
w32	proto	k p o o
w32	daughter	k p o o
w33	proto	n p e o
w33	daughter	n f e o
w34	proto	k p i o
w34	daughter	k p i o
w35	proto	k p o o
w35	daughter	k p o o
w36	proto	n p e u
w36	daughter	n f e u
w37	proto	k p e u
w37	daughter	k p e u
w38	proto	n p i u
w38	daughter	n f i u
w39	proto	k p o u
w39	daughter	k p o u
