cognate_id	lect_id	segments
w00	proto	k l a p e
w00	daughter	k l a p e
w01	proto	k n a p i
w01	daughter	k n a f i
w02	proto	k l a p o
w02	daughter	k l a p o
w03	proto	k n a p u
w03	daughter	k n a f u
w04	proto	k l a p a
w04	daughter	k l a p a
w05	proto	k l a p i
w05	daughter	k l a p i
w06	proto	k n a p o
w06	daughter	k n a f o
w07	proto	k l a p u
w07	daughter	k l a p u
w08	proto	k n a p a
w08	daughter	k n a f a
w09	proto	k l a p e
w09	daughter	k l a p e
w10	proto	k l a p o
w10	daughter	k l a p o
w11	proto	k n a p u
w11	daughter	k n a f u
w12	proto	k l a p a
w12	daughter	k l a p a
w13	proto	k n a p e
w13	daughter	k n a f e
w14	proto	k l a p i
w14	daughter	k l a p i
w15	proto	k l a p u
w15	daughter	k l a p u
w16	proto	k n a p a
w16	daughter	k n a f a
w17	proto	k l a p e
w17	daughter	k l a p e
w18	proto	k n a p i
w18	daughter	k n a f i
w19	proto	k l a p o
w19	daughter	k l a p o
w20	proto	t l a p e
w20	daughter	t l a p e
w21	proto	t n a p i
w21	daughter	t n a f i
w22	proto	t l a p o
w22	daughter	t l a p o
w23	proto	t n a p u
w23	daughter	t n a f u
w24	proto	t l a p a
w24	daughter	t l a p a
w25	proto	t l a p i
w25	daughter	t l a p i
w26	proto	t n a p o
w26	daughter	t n a f o
w27	proto	t l a p u
w27	daughter	t l a p u
w28	proto	t n a p a
w28	daughter	t n a f a
w29	proto	t l a p e
w29	daughter	t l a p e
w30	proto	t l a p o
w30	daughter	t l a p o
w31	proto	t n a p u
w31	daughter	t n a f u
w32	proto	t l a p a
w32	daughter	t l a p a
w33	proto	t n a p e
w33	daughter	t n a f e
w34	proto	t l a p i
w34	daughter	t l a p i
w35	proto	t l a p u
w35	daughter	t l a p u
w36	proto	t n a p a
w36	daughter	t n a f a
w37	proto	t l a p e
w37	daughter	t l a p e
w38	proto	t n a p i
w38	daughter	t n a f i
w39	proto	t l a p o
w39	daughter	t l a p o
