cognate_id	lect_id	segments
brother-fore	gothic	b r a θ e r
brother-fore	pgmc	b r ˈa θ e r
brother-aft	gothic	b r a d e r
brother-aft	pgmc	b r a θ ˈe r
father-fore	gothic	f a θ e r
father-fore	pgmc	f ˈa θ e r
father-aft	gothic	f a d e r
father-aft	pgmc	f a θ ˈe r
mother-fore	gothic	m o θ e r
mother-fore	pgmc	m ˈo θ e r
mother-aft	gothic	m o d e r
mother-aft	pgmc	m o θ ˈe r
weather-fore	gothic	w e θ u r
weather-fore	pgmc	w ˈe θ u r
weather-aft	gothic	w e d u r
weather-aft	pgmc	w e θ ˈu r
leather-fore	gothic	l e θ u r
leather-fore	pgmc	l ˈe θ u r
leather-aft	gothic	l e d u r
leather-aft	pgmc	l e θ ˈu r
hundred-fore	gothic	h u θ u n
hundred-fore	pgmc	h ˈu θ u n
hundred-aft	gothic	h u d u n
hundred-aft	pgmc	h u θ ˈu n
wolf-fore	gothic	w u f a z
wolf-fore	pgmc	w ˈu f a z
wolf-aft	gothic	w u b a z
wolf-aft	pgmc	w u f ˈa z
half-fore	gothic	h a f a z
half-fore	pgmc	h ˈa f a z
half-aft	gothic	h a b a z
half-aft	pgmc	h a f ˈa z
raven-fore	gothic	r a f a n
raven-fore	pgmc	r ˈa f a n
raven-aft	gothic	r a b a n
raven-aft	pgmc	r a f ˈa n
seven-fore	gothic	s e f u n
seven-fore	pgmc	s ˈe f u n
seven-aft	gothic	s e b u n
seven-aft	pgmc	s e f ˈu n
draw-fore	gothic	d r a x a n
draw-fore	pgmc	d r ˈa x a n
draw-aft	gothic	d r a g a n
draw-aft	pgmc	d r a x ˈa n
slay-fore	gothic	s l a x a n
slay-fore	pgmc	s l ˈa x a n
slay-aft	gothic	s l a g a n
slay-aft	pgmc	s l a x ˈa n
see-fore	gothic	s e x a n
see-fore	pgmc	s ˈe x a n
see-aft	gothic	s e g a n
see-aft	pgmc	s e x ˈa n
law-fore	gothic	l a x a m
law-fore	pgmc	l ˈa x a m
law-aft	gothic	l a g a m
law-aft	pgmc	l a x ˈa m
choose-fore	gothic	k e s a n
choose-fore	pgmc	k ˈe s a n
choose-aft	gothic	k e z a n
choose-aft	pgmc	k e s ˈa n
was-fore	gothic	w a s u m
was-fore	pgmc	w ˈa s u m
was-aft	gothic	w a z u m
was-aft	pgmc	w a s ˈu m
freeze-fore	gothic	f r e s a n
freeze-fore	pgmc	f r ˈe s a n
freeze-aft	gothic	f r e z a n
freeze-aft	pgmc	f r e s ˈa n
lose-fore	gothic	l o s a n
lose-fore	pgmc	l ˈo s a n
lose-aft	gothic	l o z a n
lose-aft	pgmc	l o s ˈa n
rise-fore	gothic	r i s a n
rise-fore	pgmc	r ˈi s a n
rise-aft	gothic	r i z a n
rise-aft	pgmc	r i s ˈa n
hare-fore	gothic	h a s a n
hare-fore	pgmc	h ˈa s a n
hare-aft	gothic	h a z a n
hare-aft	pgmc	h a s ˈa n
