cognate_id	lect_id	segments
honour	old_latin	h o n o s i s
honour	latin	h o n o r i s
genus	old_latin	g e n e s i s
genus	latin	g e n e r i s
time	old_latin	t e m p o s i s
time	latin	t e m p o r i s
body	old_latin	k o r p o s i s
body	latin	k o r p o r i s
flower	old_latin	f l o s i s
flower	latin	f l o r i s
ash	old_latin	k i n i s i s
ash	latin	k i n e r i s
law	old_latin	l e g e s i s
law	latin	l e g e r i s
seed	old_latin	s e m e s i s
seed	latin	s e m e r i s
dust	old_latin	p u l w e s i s
dust	latin	p u l w e r i s
i_was	old_latin	e s a m
i_was	latin	e r a m
to_be	old_latin	e s e
to_be	latin	e r e
more	old_latin	m a y o s e m
more	latin	m a y o r e m
choose	old_latin	g e s o
choose	latin	g e r o
nose	old_latin	n a s u s
nose	latin	n a r u s
six	old_latin	s e k s
six	latin	s e k s
salt	old_latin	s a l
salt	latin	s a l
sit	old_latin	s e d e o
sit	latin	s e d e o
sun	old_latin	s o l
sun	latin	s o l
seven	old_latin	s e p t e m
seven	latin	s e p t e m
wolf	old_latin	l u p u s
wolf	latin	l u p u s
field	old_latin	k a m p u s
field	latin	k a m p u s
god	old_latin	d e u s
god	latin	d e u s
mouth	old_latin	o s
mouth	latin	o s
camp	old_latin	k a s t r a
camp	latin	k a s t r a
evening	old_latin	w e s p e r
evening	latin	w e s p e r
witness	old_latin	t e s t i s
witness	latin	t e s t i s
mix	old_latin	m i s k e o
mix	latin	m i s k e o
just	old_latin	y u s t u s
just	latin	y u s t u s
rough	old_latin	a s p e r
rough	latin	a s p e r
master	old_latin	m a g i s t e r
master	latin	m a g i s t e r
hospital	old_latin	h o s p e s
hospital	latin	h o s p e s
