cognate_id	lect_id	segments
w00	proto	k a p e
w00	daughter	k a f e
w01	proto	k a p i
w01	daughter	k a f i
w02	proto	k a p o
w02	daughter	k a p o
w03	proto	k a p u
w03	daughter	k a p u
w04	proto	k e p a
w04	daughter	k e p a
w05	proto	k e p i
w05	daughter	k e f i
w06	proto	k e p o
w06	daughter	k e p o
w07	proto	k e p u
w07	daughter	k e p u
w08	proto	k i p a
w08	daughter	k i p a
w09	proto	k i p e
w09	daughter	k i f e
w10	proto	k i p o
w10	daughter	k i p o
w11	proto	k i p u
w11	daughter	k i p u
w12	proto	k o p a
w12	daughter	k o p a
w13	proto	k o p e
w13	daughter	k o f e
w14	proto	k o p i
w14	daughter	k o f i
w15	proto	k o p u
w15	daughter	k o p u
w16	proto	k u p a
w16	daughter	k u p a
w17	proto	k u p e
w17	daughter	k u f e
w18	proto	k u p i
w18	daughter	k u f i
w19	proto	k u p o
w19	daughter	k u p o
w20	proto	t a p e
w20	daughter	t a f e
w21	proto	t a p i
w21	daughter	t a f i
w22	proto	t a p o
w22	daughter	t a p o
w23	proto	t a p u
w23	daughter	t a p u
w24	proto	t e p a
w24	daughter	t e p a
w25	proto	t e p i
w25	daughter	t e f i
w26	proto	t e p o
w26	daughter	t e p o
w27	proto	t e p u
w27	daughter	t e p u
w28	proto	t i p a
w28	daughter	t i p a
w29	proto	t i p e
w29	daughter	t i f e
w30	proto	t i p o
w30	daughter	t i p o
w31	proto	t i p u
w31	daughter	t i p u
w32	proto	t o p a
w32	daughter	t o p a
w33	proto	t o p e
w33	daughter	t o f e
w34	proto	t o p i
w34	daughter	t o f i
w35	proto	t o p u
w35	daughter	t o p u
w36	proto	t u p a
w36	daughter	t u p a
w37	proto	t u p e
w37	daughter	t u f e
w38	proto	t u p i
w38	daughter	t u f i
w39	proto	t u p o
w39	daughter	t u p o
