cognate_id	lect_id	segments
hair	greek	b e d bʰ i
hair	pie	bʰ e d bʰ i
bind	greek	b a n dʰ o
bind	pie	bʰ a n dʰ o
tomb	greek	t a p tʰ o
tomb	pie	tʰ a p tʰ o
nurse	greek	t r e pʰ o
nurse	pie	tʰ r e pʰ o
run	greek	t r e kʰ o
run	pie	tʰ r e kʰ o
sacrifice	greek	t u o tʰ i
sacrifice	pie	tʰ u o tʰ i
seek	greek	t e l e tʰ o
seek	pie	tʰ e l e tʰ o
marvel	greek	t a u m a tʰ o
marvel	pie	tʰ a u m a tʰ o
have	greek	g e kʰ o
have	pie	gʰ e kʰ o
pour	greek	k e u dʰ o
pour	pie	kʰ e u dʰ o
grow	greek	p u tʰ o
grow	pie	pʰ u tʰ o
burn	greek	d a p tʰ o
burn	pie	dʰ a p tʰ o
hide	greek	k a l pʰ o
hide	pie	kʰ a l pʰ o
hold	greek	k e r tʰ o
hold	pie	kʰ e r tʰ o
colour	greek	k r o m a tʰ o
colour	pie	kʰ r o m a tʰ o
cover	greek	k a l u pʰ o
cover	pie	kʰ a l u pʰ o
place	greek	tʰ e s o
place	pie	tʰ e s o
flee	greek	pʰ e u g o
flee	pie	pʰ e u g o
carry	greek	pʰ e r o
carry	pie	pʰ e r o
say	greek	pʰ a m i
say	pie	pʰ a m i
warm	greek	tʰ e r m o
warm	pie	tʰ e r m o
beast	greek	tʰ e r i o
beast	pie	tʰ e r i o
gold	greek	kʰ r u s o
gold	pie	kʰ r u s o
hand	greek	kʰ e i r o
hand	pie	kʰ e i r o
god	greek	tʰ e o s
god	pie	tʰ e o s
door	greek	tʰ u r a
door	pie	tʰ u r a
soul	greek	tʰ u m o s
soul	pie	tʰ u m o s
leaf	greek	pʰ u l o n
leaf	pie	pʰ u l o n
mind	greek	pʰ r e n o s
mind	pie	pʰ r e n o s
time	greek	kʰ r o n o s
time	pie	kʰ r o n o s
