cognate_id	lect_id	segments
s000	proto	m u l o
s000	daughter	m u r o
s001	proto	s a m a
s001	daughter	h a m a
s002	proto	t u n u
s002	daughter	θ u n u
s003	proto	m e n o
s003	daughter	m e n o
s004	proto	l i p e
s004	daughter	r i f e
s005	proto	s o k i
s005	daughter	h o x i
s006	proto	m i m e
s006	daughter	m i m e
s007	proto	s a m i
s007	daughter	h a m i
s008	proto	s u l o
s008	daughter	h u r o
s009	proto	p i p i
s009	daughter	f i f i
s010	proto	p o n o
s010	daughter	f o n o
s011	proto	s e t a
s011	daughter	h e θ a
s012	proto	n o m e
s012	daughter	n o m e
s013	proto	k o k u
s013	daughter	x o x u
s014	proto	m a s i
s014	daughter	m a h i
s015	proto	m a m o
s015	daughter	m a m o
s016	proto	t u t u
s016	daughter	θ u θ u
s017	proto	n o m a
s017	daughter	n o m a
s018	proto	m u l u
s018	daughter	m u r u
s019	proto	p o k a
s019	daughter	f o x a
c000	proto	k a m i m e k a
c000	daughter	x a m i h e m i
c001	proto	m o s o k e k i
c001	daughter	m o h o r u r e
c002	proto	t a s i s e m u
c002	daughter	θ a h i θ u n e
c003	proto	t a m a n u l u
c003	daughter	θ a m a m e n a
c004	proto	k i p a t e l a
c004	daughter	x i f a f o θ a
c005	proto	n i n e s o s a
c005	daughter	n i n e n a f o
c006	proto	s a k o n o t a
c006	daughter	h a x o m i f a
c007	proto	l o p o n i m o
c007	daughter	r o f o h e θ u
c008	proto	n a s e n a n o
c008	daughter	n a h e f i h e
c009	proto	n a l i k a s u
c009	daughter	n a r i f a f u
c010	proto	s o l i k a k a
c010	daughter	h o r i θ a n a
c011	proto	t u t i l i m a
c011	daughter	θ u θ i f u h u
c012	proto	n u l i m u m i
c012	daughter	n u r i θ i m e
c013	proto	p o p i n e l i
c013	daughter	f o f i x o x o
c014	proto	l a k u s u s a
c014	daughter	r a x u r u f u
c015	proto	n o m o s a n a
c015	daughter	n o m o f e m i
c016	proto	t u t o t u s o
c016	daughter	θ u θ o h o x o
c017	proto	m e s o p i t e
c017	daughter	m e h o r o f u
c018	proto	p a n a l i k o
c018	daughter	f a n a θ a m e
c019	proto	s a p a n e n i
c019	daughter	h a f a x e r u
