cognate_id	lect_id	segments	confidence	etymon_group	source_group
interaction-3-000	ancestor	u s p i	1	interaction-3-000	synthetic-m2
interaction-3-000	innovator	u s f i	1	interaction-3-000	synthetic-m2
interaction-3-001	ancestor	u m p i	1	interaction-3-001	synthetic-m2
interaction-3-001	innovator	u m p i	1	interaction-3-001	synthetic-m2
interaction-3-002	ancestor	u s p a	1	interaction-3-002	synthetic-m2
interaction-3-002	innovator	u s p a	1	interaction-3-002	synthetic-m2
interaction-3-003	ancestor	u m p a	1	interaction-3-003	synthetic-m2
interaction-3-003	innovator	u m p a	1	interaction-3-003	synthetic-m2
interaction-3-004	ancestor	o s p i	1	interaction-3-004	synthetic-m2
interaction-3-004	innovator	o s p i	1	interaction-3-004	synthetic-m2
interaction-3-005	ancestor	o m p i	1	interaction-3-005	synthetic-m2
interaction-3-005	innovator	o m p i	1	interaction-3-005	synthetic-m2
interaction-3-006	ancestor	o s p a	1	interaction-3-006	synthetic-m2
interaction-3-006	innovator	o s p a	1	interaction-3-006	synthetic-m2
interaction-3-007	ancestor	o m p a	1	interaction-3-007	synthetic-m2
interaction-3-007	innovator	o m p a	1	interaction-3-007	synthetic-m2
interaction-3-008	ancestor	u s p i	1	interaction-3-008	synthetic-m2
interaction-3-008	innovator	u s f i	1	interaction-3-008	synthetic-m2
interaction-3-009	ancestor	u m p i	1	interaction-3-009	synthetic-m2
interaction-3-009	innovator	u m p i	1	interaction-3-009	synthetic-m2
interaction-3-010	ancestor	u s p a	1	interaction-3-010	synthetic-m2
interaction-3-010	innovator	u s p a	1	interaction-3-010	synthetic-m2
interaction-3-011	ancestor	u m p a	1	interaction-3-011	synthetic-m2
interaction-3-011	innovator	u m p a	1	interaction-3-011	synthetic-m2
interaction-3-012	ancestor	o s p i	1	interaction-3-012	synthetic-m2
interaction-3-012	innovator	o s p i	1	interaction-3-012	synthetic-m2
interaction-3-013	ancestor	o m p i	1	interaction-3-013	synthetic-m2
interaction-3-013	innovator	o m p i	1	interaction-3-013	synthetic-m2
interaction-3-014	ancestor	o s p a	1	interaction-3-014	synthetic-m2
interaction-3-014	innovator	o s p a	1	interaction-3-014	synthetic-m2
interaction-3-015	ancestor	o m p a	1	interaction-3-015	synthetic-m2
interaction-3-015	innovator	o m p a	1	interaction-3-015	synthetic-m2
interaction-3-016	ancestor	u s p i	1	interaction-3-016	synthetic-m2
interaction-3-016	innovator	u s f i	1	interaction-3-016	synthetic-m2
interaction-3-017	ancestor	u m p i	1	interaction-3-017	synthetic-m2
interaction-3-017	innovator	u m p i	1	interaction-3-017	synthetic-m2
interaction-3-018	ancestor	u s p a	1	interaction-3-018	synthetic-m2
interaction-3-018	innovator	u s p a	1	interaction-3-018	synthetic-m2
interaction-3-019	ancestor	u m p a	1	interaction-3-019	synthetic-m2
interaction-3-019	innovator	u m p a	1	interaction-3-019	synthetic-m2
interaction-3-020	ancestor	o s p i	1	interaction-3-020	synthetic-m2
interaction-3-020	innovator	o s p i	1	interaction-3-020	synthetic-m2
interaction-3-021	ancestor	o m p i	1	interaction-3-021	synthetic-m2
interaction-3-021	innovator	o m p i	1	interaction-3-021	synthetic-m2
interaction-3-022	ancestor	o s p a	1	interaction-3-022	synthetic-m2
interaction-3-022	innovator	o s p a	1	interaction-3-022	synthetic-m2
interaction-3-023	ancestor	o m p a	1	interaction-3-023	synthetic-m2
interaction-3-023	innovator	o m p a	1	interaction-3-023	synthetic-m2
interaction-3-024	ancestor	u s p i	1	interaction-3-024	synthetic-m2
interaction-3-024	innovator	u s f i	1	interaction-3-024	synthetic-m2
interaction-3-025	ancestor	u m p i	1	interaction-3-025	synthetic-m2
interaction-3-025	innovator	u m p i	1	interaction-3-025	synthetic-m2
interaction-3-026	ancestor	u s p a	1	interaction-3-026	synthetic-m2
interaction-3-026	innovator	u s p a	1	interaction-3-026	synthetic-m2
interaction-3-027	ancestor	u m p a	1	interaction-3-027	synthetic-m2
interaction-3-027	innovator	u m p a	1	interaction-3-027	synthetic-m2
interaction-3-028	ancestor	o s p i	1	interaction-3-028	synthetic-m2
interaction-3-028	innovator	o s p i	1	interaction-3-028	synthetic-m2
interaction-3-029	ancestor	o m p i	1	interaction-3-029	synthetic-m2
interaction-3-029	innovator	o m p i	1	interaction-3-029	synthetic-m2
interaction-3-030	ancestor	o s p a	1	interaction-3-030	synthetic-m2
interaction-3-030	innovator	o s p a	1	interaction-3-030	synthetic-m2
interaction-3-031	ancestor	o m p a	1	interaction-3-031	synthetic-m2
interaction-3-031	innovator	o m p a	1	interaction-3-031	synthetic-m2
interaction-3-032	ancestor	u s p i	1	interaction-3-032	synthetic-m2
interaction-3-032	innovator	u s f i	1	interaction-3-032	synthetic-m2
interaction-3-033	ancestor	u m p i	1	interaction-3-033	synthetic-m2
interaction-3-033	innovator	u m p i	1	interaction-3-033	synthetic-m2
interaction-3-034	ancestor	u s p a	1	interaction-3-034	synthetic-m2
interaction-3-034	innovator	u s p a	1	interaction-3-034	synthetic-m2
interaction-3-035	ancestor	u m p a	1	interaction-3-035	synthetic-m2
interaction-3-035	innovator	u m p a	1	interaction-3-035	synthetic-m2
interaction-3-036	ancestor	o s p i	1	interaction-3-036	synthetic-m2
interaction-3-036	innovator	o s p i	1	interaction-3-036	synthetic-m2
interaction-3-037	ancestor	o m p i	1	interaction-3-037	synthetic-m2
interaction-3-037	innovator	o m p i	1	interaction-3-037	synthetic-m2
interaction-3-038	ancestor	o s p a	1	interaction-3-038	synthetic-m2
interaction-3-038	innovator	o s p a	1	interaction-3-038	synthetic-m2
interaction-3-039	ancestor	o m p a	1	interaction-3-039	synthetic-m2
interaction-3-039	innovator	o m p a	1	interaction-3-039	synthetic-m2
interaction-3-040	ancestor	u s p i	1	interaction-3-040	synthetic-m2
interaction-3-040	innovator	u s f i	1	interaction-3-040	synthetic-m2
