cognate_id	lect_id	segments	confidence	etymon_group	source_group
w000	ancestor	k p i	1	history-000	synthetic-m2
w000	innovator	k f i	1	history-000	synthetic-m2
w001	ancestor	k p i	1	history-001	synthetic-m2
w001	innovator	k f i	1	history-001	synthetic-m2
w002	ancestor	k p i	1	history-002	synthetic-m2
w002	innovator	k f i	1	history-002	synthetic-m2
w003	ancestor	k p i	1	history-003	synthetic-m2
w003	innovator	k f i	1	history-003	synthetic-m2
w004	ancestor	k p i	1	history-004	synthetic-m2
w004	innovator	k f i	1	history-004	synthetic-m2
w005	ancestor	k p i	1	history-005	synthetic-m2
w005	innovator	k f i	1	history-005	synthetic-m2
w006	ancestor	k p i	1	history-006	synthetic-m2
w006	innovator	k f i	1	history-006	synthetic-m2
w007	ancestor	k p i	1	history-007	synthetic-m2
w007	innovator	k f i	1	history-007	synthetic-m2
w008	ancestor	k p i	1	history-008	synthetic-m2
w008	innovator	k f i	1	history-008	synthetic-m2
w009	ancestor	k p i	1	history-009	synthetic-m2
w009	innovator	k f i	1	history-009	synthetic-m2
w010	ancestor	k p i	1	history-010	synthetic-m2
w010	innovator	k f i	1	history-010	synthetic-m2
w011	ancestor	k p i	1	history-011	synthetic-m2
w011	innovator	k f i	1	history-011	synthetic-m2
w012	ancestor	k p i	1	history-012	synthetic-m2
w012	innovator	k f i	1	history-012	synthetic-m2
w013	ancestor	k p i	1	history-013	synthetic-m2
w013	innovator	k f i	1	history-013	synthetic-m2
w014	ancestor	k p i	1	history-014	synthetic-m2
w014	innovator	k f i	1	history-014	synthetic-m2
w015	ancestor	k p i	1	history-015	synthetic-m2
w015	innovator	k f i	1	history-015	synthetic-m2
w016	ancestor	k p i	1	history-016	synthetic-m2
w016	innovator	k f i	1	history-016	synthetic-m2
w017	ancestor	k p i	1	history-017	synthetic-m2
w017	innovator	k f i	1	history-017	synthetic-m2
w018	ancestor	k p i	1	history-018	synthetic-m2
w018	innovator	k f i	1	history-018	synthetic-m2
w019	ancestor	k p i	1	history-019	synthetic-m2
w019	innovator	k f i	1	history-019	synthetic-m2
w020	ancestor	k p i	1	history-020	synthetic-m2
w020	innovator	k f i	1	history-020	synthetic-m2
w021	ancestor	k p i	1	history-021	synthetic-m2
w021	innovator	k f i	1	history-021	synthetic-m2
w022	ancestor	k p i	1	history-022	synthetic-m2
w022	innovator	k f i	1	history-022	synthetic-m2
w023	ancestor	k p i	1	history-023	synthetic-m2
w023	innovator	k f i	1	history-023	synthetic-m2
w024	ancestor	k p i	1	history-024	synthetic-m2
w024	innovator	k f i	1	history-024	synthetic-m2
w025	ancestor	k p i	1	history-025	synthetic-m2
w025	innovator	k f i	1	history-025	synthetic-m2
w026	ancestor	k p i	1	history-026	synthetic-m2
w026	innovator	k f i	1	history-026	synthetic-m2
w027	ancestor	k p i	1	history-027	synthetic-m2
w027	innovator	k f i	1	history-027	synthetic-m2
w028	ancestor	k p i	1	history-028	synthetic-m2
w028	innovator	k f i	1	history-028	synthetic-m2
w029	ancestor	k p i	1	history-029	synthetic-m2
w029	innovator	k f i	1	history-029	synthetic-m2
w030	ancestor	k p i	1	history-030	synthetic-m2
w030	innovator	k f i	1	history-030	synthetic-m2
w031	ancestor	k p i	1	history-031	synthetic-m2
w031	innovator	k f i	1	history-031	synthetic-m2
w032	ancestor	k p a	1	history-032	synthetic-m2
w032	innovator	k p a	1	history-032	synthetic-m2
w033	ancestor	k p a	1	history-033	synthetic-m2
w033	innovator	k p a	1	history-033	synthetic-m2
w034	ancestor	k p a	1	history-034	synthetic-m2
w034	innovator	k p a	1	history-034	synthetic-m2
w035	ancestor	k p a	1	history-035	synthetic-m2
w035	innovator	k p a	1	history-035	synthetic-m2
w036	ancestor	k p a	1	history-036	synthetic-m2
w036	innovator	k p a	1	history-036	synthetic-m2
w037	ancestor	k p a	1	history-037	synthetic-m2
w037	innovator	k p a	1	history-037	synthetic-m2
w038	ancestor	k p a	1	history-038	synthetic-m2
w038	innovator	k p a	1	history-038	synthetic-m2
w039	ancestor	k p a	1	history-039	synthetic-m2
w039	innovator	k p a	1	history-039	synthetic-m2
w040	ancestor	k p a	1	history-040	synthetic-m2
w040	innovator	k p a	1	history-040	synthetic-m2
w041	ancestor	k p a	1	history-041	synthetic-m2
w041	innovator	k p a	1	history-041	synthetic-m2
w042	ancestor	k p a	1	history-042	synthetic-m2
w042	innovator	k p a	1	history-042	synthetic-m2
w043	ancestor	k p a	1	history-043	synthetic-m2
