cognate_id	lect_id	segments	confidence	etymon_group	source_group
reordering-000	ancestor	k s p i	1	reordering-000	synthetic-m2
reordering-000	innovator	k p s i	1	reordering-000	synthetic-m2
reordering-001	ancestor	k s p a	1	reordering-001	synthetic-m2
reordering-001	innovator	k s p a	1	reordering-001	synthetic-m2
reordering-002	ancestor	k s p i	1	reordering-002	synthetic-m2
reordering-002	innovator	k p s i	1	reordering-002	synthetic-m2
reordering-003	ancestor	k s p a	1	reordering-003	synthetic-m2
reordering-003	innovator	k s p a	1	reordering-003	synthetic-m2
reordering-004	ancestor	k s p i	1	reordering-004	synthetic-m2
reordering-004	innovator	k p s i	1	reordering-004	synthetic-m2
reordering-005	ancestor	k s p a	1	reordering-005	synthetic-m2
reordering-005	innovator	k s p a	1	reordering-005	synthetic-m2
reordering-006	ancestor	k s p i	1	reordering-006	synthetic-m2
reordering-006	innovator	k p s i	1	reordering-006	synthetic-m2
reordering-007	ancestor	k s p a	1	reordering-007	synthetic-m2
reordering-007	innovator	k s p a	1	reordering-007	synthetic-m2
reordering-008	ancestor	k s p i	1	reordering-008	synthetic-m2
reordering-008	innovator	k p s i	1	reordering-008	synthetic-m2
reordering-009	ancestor	k s p a	1	reordering-009	synthetic-m2
reordering-009	innovator	k s p a	1	reordering-009	synthetic-m2
reordering-010	ancestor	k s p i	1	reordering-010	synthetic-m2
reordering-010	innovator	k p s i	1	reordering-010	synthetic-m2
reordering-011	ancestor	k s p a	1	reordering-011	synthetic-m2
reordering-011	innovator	k s p a	1	reordering-011	synthetic-m2
reordering-012	ancestor	k s p i	1	reordering-012	synthetic-m2
reordering-012	innovator	k p s i	1	reordering-012	synthetic-m2
reordering-013	ancestor	k s p a	1	reordering-013	synthetic-m2
reordering-013	innovator	k s p a	1	reordering-013	synthetic-m2
reordering-014	ancestor	k s p i	1	reordering-014	synthetic-m2
reordering-014	innovator	k p s i	1	reordering-014	synthetic-m2
reordering-015	ancestor	k s p a	1	reordering-015	synthetic-m2
reordering-015	innovator	k s p a	1	reordering-015	synthetic-m2
reordering-016	ancestor	k s p i	1	reordering-016	synthetic-m2
reordering-016	innovator	k p s i	1	reordering-016	synthetic-m2
reordering-017	ancestor	k s p a	1	reordering-017	synthetic-m2
reordering-017	innovator	k s p a	1	reordering-017	synthetic-m2
reordering-018	ancestor	k s p i	1	reordering-018	synthetic-m2
reordering-018	innovator	k p s i	1	reordering-018	synthetic-m2
reordering-019	ancestor	k s p a	1	reordering-019	synthetic-m2
reordering-019	innovator	k s p a	1	reordering-019	synthetic-m2
reordering-020	ancestor	k s p i	1	reordering-020	synthetic-m2
reordering-020	innovator	k p s i	1	reordering-020	synthetic-m2
reordering-021	ancestor	k s p a	1	reordering-021	synthetic-m2
reordering-021	innovator	k s p a	1	reordering-021	synthetic-m2
reordering-022	ancestor	k s p i	1	reordering-022	synthetic-m2
reordering-022	innovator	k p s i	1	reordering-022	synthetic-m2
reordering-023	ancestor	k s p a	1	reordering-023	synthetic-m2
reordering-023	innovator	k s p a	1	reordering-023	synthetic-m2
