cognate_id	lect_id	segments	confidence	etymon_group	source_group
interaction-1-000	ancestor	u s p i	1	interaction-1-000	synthetic-m2
interaction-1-000	innovator	u s f i	1	interaction-1-000	synthetic-m2
interaction-1-001	ancestor	u m p i	1	interaction-1-001	synthetic-m2
interaction-1-001	innovator	u m f i	1	interaction-1-001	synthetic-m2
interaction-1-002	ancestor	u s p a	1	interaction-1-002	synthetic-m2
interaction-1-002	innovator	u s p a	1	interaction-1-002	synthetic-m2
interaction-1-003	ancestor	u m p a	1	interaction-1-003	synthetic-m2
interaction-1-003	innovator	u m p a	1	interaction-1-003	synthetic-m2
interaction-1-004	ancestor	o s p i	1	interaction-1-004	synthetic-m2
interaction-1-004	innovator	o s f i	1	interaction-1-004	synthetic-m2
interaction-1-005	ancestor	o m p i	1	interaction-1-005	synthetic-m2
interaction-1-005	innovator	o m f i	1	interaction-1-005	synthetic-m2
interaction-1-006	ancestor	o s p a	1	interaction-1-006	synthetic-m2
interaction-1-006	innovator	o s p a	1	interaction-1-006	synthetic-m2
interaction-1-007	ancestor	o m p a	1	interaction-1-007	synthetic-m2
interaction-1-007	innovator	o m p a	1	interaction-1-007	synthetic-m2
interaction-1-008	ancestor	u s p i	1	interaction-1-008	synthetic-m2
interaction-1-008	innovator	u s f i	1	interaction-1-008	synthetic-m2
interaction-1-009	ancestor	u m p i	1	interaction-1-009	synthetic-m2
interaction-1-009	innovator	u m f i	1	interaction-1-009	synthetic-m2
interaction-1-010	ancestor	u s p a	1	interaction-1-010	synthetic-m2
interaction-1-010	innovator	u s p a	1	interaction-1-010	synthetic-m2
interaction-1-011	ancestor	u m p a	1	interaction-1-011	synthetic-m2
interaction-1-011	innovator	u m p a	1	interaction-1-011	synthetic-m2
interaction-1-012	ancestor	o s p i	1	interaction-1-012	synthetic-m2
interaction-1-012	innovator	o s f i	1	interaction-1-012	synthetic-m2
interaction-1-013	ancestor	o m p i	1	interaction-1-013	synthetic-m2
interaction-1-013	innovator	o m f i	1	interaction-1-013	synthetic-m2
interaction-1-014	ancestor	o s p a	1	interaction-1-014	synthetic-m2
interaction-1-014	innovator	o s p a	1	interaction-1-014	synthetic-m2
interaction-1-015	ancestor	o m p a	1	interaction-1-015	synthetic-m2
interaction-1-015	innovator	o m p a	1	interaction-1-015	synthetic-m2
interaction-1-016	ancestor	u s p i	1	interaction-1-016	synthetic-m2
interaction-1-016	innovator	u s f i	1	interaction-1-016	synthetic-m2
interaction-1-017	ancestor	u m p i	1	interaction-1-017	synthetic-m2
interaction-1-017	innovator	u m f i	1	interaction-1-017	synthetic-m2
interaction-1-018	ancestor	u s p a	1	interaction-1-018	synthetic-m2
interaction-1-018	innovator	u s p a	1	interaction-1-018	synthetic-m2
interaction-1-019	ancestor	u m p a	1	interaction-1-019	synthetic-m2
interaction-1-019	innovator	u m p a	1	interaction-1-019	synthetic-m2
interaction-1-020	ancestor	o s p i	1	interaction-1-020	synthetic-m2
interaction-1-020	innovator	o s f i	1	interaction-1-020	synthetic-m2
interaction-1-021	ancestor	o m p i	1	interaction-1-021	synthetic-m2
interaction-1-021	innovator	o m f i	1	interaction-1-021	synthetic-m2
interaction-1-022	ancestor	o s p a	1	interaction-1-022	synthetic-m2
interaction-1-022	innovator	o s p a	1	interaction-1-022	synthetic-m2
interaction-1-023	ancestor	o m p a	1	interaction-1-023	synthetic-m2
interaction-1-023	innovator	o m p a	1	interaction-1-023	synthetic-m2
interaction-1-024	ancestor	u s p i	1	interaction-1-024	synthetic-m2
interaction-1-024	innovator	u s f i	1	interaction-1-024	synthetic-m2
interaction-1-025	ancestor	u m p i	1	interaction-1-025	synthetic-m2
interaction-1-025	innovator	u m f i	1	interaction-1-025	synthetic-m2
interaction-1-026	ancestor	u s p a	1	interaction-1-026	synthetic-m2
interaction-1-026	innovator	u s p a	1	interaction-1-026	synthetic-m2
interaction-1-027	ancestor	u m p a	1	interaction-1-027	synthetic-m2
interaction-1-027	innovator	u m p a	1	interaction-1-027	synthetic-m2
interaction-1-028	ancestor	o s p i	1	interaction-1-028	synthetic-m2
interaction-1-028	innovator	o s f i	1	interaction-1-028	synthetic-m2
interaction-1-029	ancestor	o m p i	1	interaction-1-029	synthetic-m2
interaction-1-029	innovator	o m f i	1	interaction-1-029	synthetic-m2
interaction-1-030	ancestor	o s p a	1	interaction-1-030	synthetic-m2
interaction-1-030	innovator	o s p a	1	interaction-1-030	synthetic-m2
interaction-1-031	ancestor	o m p a	1	interaction-1-031	synthetic-m2
interaction-1-031	innovator	o m p a	1	interaction-1-031	synthetic-m2
interaction-1-032	ancestor	u s p i	1	interaction-1-032	synthetic-m2
interaction-1-032	innovator	u s f i	1	interaction-1-032	synthetic-m2
interaction-1-033	ancestor	u m p i	1	interaction-1-033	synthetic-m2
interaction-1-033	innovator	u m f i	1	interaction-1-033	synthetic-m2
interaction-1-034	ancestor	u s p a	1	interaction-1-034	synthetic-m2
interaction-1-034	innovator	u s p a	1	interaction-1-034	synthetic-m2
interaction-1-035	ancestor	u m p a	1	interaction-1-035	synthetic-m2
interaction-1-035	innovator	u m p a	1	interaction-1-035	synthetic-m2
