cognate_id	lect_id	segments	confidence	etymon_group	source_group
deletion-000	ancestor	k p r i	1	deletion-000	synthetic-m2
deletion-000	innovator	k f i	1	deletion-000	synthetic-m2
deletion-001	ancestor	k p r a	1	deletion-001	synthetic-m2
deletion-001	innovator	k p a	1	deletion-001	synthetic-m2
deletion-002	ancestor	k p r i	1	deletion-002	synthetic-m2
deletion-002	innovator	k f i	1	deletion-002	synthetic-m2
deletion-003	ancestor	k p r a	1	deletion-003	synthetic-m2
deletion-003	innovator	k p a	1	deletion-003	synthetic-m2
deletion-004	ancestor	k p r i	1	deletion-004	synthetic-m2
deletion-004	innovator	k f i	1	deletion-004	synthetic-m2
deletion-005	ancestor	k p r a	1	deletion-005	synthetic-m2
deletion-005	innovator	k p a	1	deletion-005	synthetic-m2
deletion-006	ancestor	k p r i	1	deletion-006	synthetic-m2
deletion-006	innovator	k f i	1	deletion-006	synthetic-m2
deletion-007	ancestor	k p r a	1	deletion-007	synthetic-m2
deletion-007	innovator	k p a	1	deletion-007	synthetic-m2
deletion-008	ancestor	k p r i	1	deletion-008	synthetic-m2
deletion-008	innovator	k f i	1	deletion-008	synthetic-m2
deletion-009	ancestor	k p r a	1	deletion-009	synthetic-m2
deletion-009	innovator	k p a	1	deletion-009	synthetic-m2
deletion-010	ancestor	k p r i	1	deletion-010	synthetic-m2
deletion-010	innovator	k f i	1	deletion-010	synthetic-m2
deletion-011	ancestor	k p r a	1	deletion-011	synthetic-m2
deletion-011	innovator	k p a	1	deletion-011	synthetic-m2
deletion-012	ancestor	k p r i	1	deletion-012	synthetic-m2
deletion-012	innovator	k f i	1	deletion-012	synthetic-m2
deletion-013	ancestor	k p r a	1	deletion-013	synthetic-m2
deletion-013	innovator	k p a	1	deletion-013	synthetic-m2
deletion-014	ancestor	k p r i	1	deletion-014	synthetic-m2
deletion-014	innovator	k f i	1	deletion-014	synthetic-m2
deletion-015	ancestor	k p r a	1	deletion-015	synthetic-m2
deletion-015	innovator	k p a	1	deletion-015	synthetic-m2
deletion-016	ancestor	k p r i	1	deletion-016	synthetic-m2
deletion-016	innovator	k f i	1	deletion-016	synthetic-m2
deletion-017	ancestor	k p r a	1	deletion-017	synthetic-m2
deletion-017	innovator	k p a	1	deletion-017	synthetic-m2
deletion-018	ancestor	k p r i	1	deletion-018	synthetic-m2
deletion-018	innovator	k f i	1	deletion-018	synthetic-m2
deletion-019	ancestor	k p r a	1	deletion-019	synthetic-m2
deletion-019	innovator	k p a	1	deletion-019	synthetic-m2
deletion-020	ancestor	k p r i	1	deletion-020	synthetic-m2
deletion-020	innovator	k f i	1	deletion-020	synthetic-m2
deletion-021	ancestor	k p r a	1	deletion-021	synthetic-m2
deletion-021	innovator	k p a	1	deletion-021	synthetic-m2
deletion-022	ancestor	k p r i	1	deletion-022	synthetic-m2
deletion-022	innovator	k f i	1	deletion-022	synthetic-m2
deletion-023	ancestor	k p r a	1	deletion-023	synthetic-m2
deletion-023	innovator	k p a	1	deletion-023	synthetic-m2
