cognate_id	lect_id	segments	confidence	etymon_group	source_group
w000	ancestor	k p i	1	history-000	synthetic-m2
w000	innovator1	k f i	1	history-000	synthetic-m2
w000	innovator2	k f i	1	history-000	synthetic-m2
w000	innovator3	k f i	1	history-000	synthetic-m2
w000	conservative1	k p i	1	history-000	synthetic-m2
w001	ancestor	k p i	1	history-001	synthetic-m2
w001	innovator1	k f i	1	history-001	synthetic-m2
w001	innovator2	k f i	1	history-001	synthetic-m2
w001	innovator3	k f i	1	history-001	synthetic-m2
w001	conservative1	k p i	1	history-001	synthetic-m2
w002	ancestor	k p i	1	history-002	synthetic-m2
w002	innovator1	k f i	1	history-002	synthetic-m2
w002	innovator2	k f i	1	history-002	synthetic-m2
w002	innovator3	k f i	1	history-002	synthetic-m2
w002	conservative1	k p i	1	history-002	synthetic-m2
w003	ancestor	k p i	1	history-003	synthetic-m2
w003	innovator1	k f i	1	history-003	synthetic-m2
w003	innovator2	k f i	1	history-003	synthetic-m2
w003	innovator3	k f i	1	history-003	synthetic-m2
w003	conservative1	k p i	1	history-003	synthetic-m2
w004	ancestor	k p i	1	history-004	synthetic-m2
w004	innovator1	k f i	1	history-004	synthetic-m2
w004	innovator2	k f i	1	history-004	synthetic-m2
w004	innovator3	k f i	1	history-004	synthetic-m2
w004	conservative1	k p i	1	history-004	synthetic-m2
w005	ancestor	k p i	1	history-005	synthetic-m2
w005	innovator1	k f i	1	history-005	synthetic-m2
w005	innovator2	k f i	1	history-005	synthetic-m2
w005	innovator3	k f i	1	history-005	synthetic-m2
w005	conservative1	k p i	1	history-005	synthetic-m2
w006	ancestor	k p i	1	history-006	synthetic-m2
w006	innovator1	k f i	1	history-006	synthetic-m2
w006	innovator2	k f i	1	history-006	synthetic-m2
w006	innovator3	k f i	1	history-006	synthetic-m2
w006	conservative1	k p i	1	history-006	synthetic-m2
w007	ancestor	k p i	1	history-007	synthetic-m2
w007	innovator1	k f i	1	history-007	synthetic-m2
w007	innovator2	k f i	1	history-007	synthetic-m2
w007	innovator3	k f i	1	history-007	synthetic-m2
w007	conservative1	k p i	1	history-007	synthetic-m2
w008	ancestor	k p i	1	history-008	synthetic-m2
w008	innovator1	k f i	1	history-008	synthetic-m2
w008	innovator2	k f i	1	history-008	synthetic-m2
w008	innovator3	k f i	1	history-008	synthetic-m2
w008	conservative1	k p i	1	history-008	synthetic-m2
w009	ancestor	k p i	1	history-009	synthetic-m2
w009	innovator1	k f i	1	history-009	synthetic-m2
w009	innovator2	k f i	1	history-009	synthetic-m2
w009	innovator3	k f i	1	history-009	synthetic-m2
w009	conservative1	k p i	1	history-009	synthetic-m2
w010	ancestor	k p i	1	history-010	synthetic-m2
w010	innovator1	k f i	1	history-010	synthetic-m2
w010	innovator2	k f i	1	history-010	synthetic-m2
w010	innovator3	k f i	1	history-010	synthetic-m2
w010	conservative1	k p i	1	history-010	synthetic-m2
w011	ancestor	k p i	1	history-011	synthetic-m2
w011	innovator1	k f i	1	history-011	synthetic-m2
w011	innovator2	k f i	1	history-011	synthetic-m2
w011	innovator3	k f i	1	history-011	synthetic-m2
w011	conservative1	k p i	1	history-011	synthetic-m2
w012	ancestor	k p i	1	history-012	synthetic-m2
w012	innovator1	k f i	1	history-012	synthetic-m2
w012	innovator2	k f i	1	history-012	synthetic-m2
w012	innovator3	k f i	1	history-012	synthetic-m2
w012	conservative1	k p i	1	history-012	synthetic-m2
w013	ancestor	k p i	1	history-013	synthetic-m2
w013	innovator1	k f i	1	history-013	synthetic-m2
w013	innovator2	k f i	1	history-013	synthetic-m2
w013	innovator3	k f i	1	history-013	synthetic-m2
w013	conservative1	k p i	1	history-013	synthetic-m2
w014	ancestor	k p i	1	history-014	synthetic-m2
w014	innovator1	k f i	1	history-014	synthetic-m2
w014	innovator2	k f i	1	history-014	synthetic-m2
w014	innovator3	k f i	1	history-014	synthetic-m2
w014	conservative1	k p i	1	history-014	synthetic-m2
w015	ancestor	k p i	1	history-015	synthetic-m2
w015	innovator1	k f i	1	history-015	synthetic-m2
w015	innovator2	k f i	1	history-015	synthetic-m2
w015	innovator3	k f i	1	history-015	synthetic-m2
w015	conservative1	k p i	1	history-015	synthetic-m2
w016	ancestor	k p a	1	history-016	synthetic-m2
w016	innovator1	k p a	1	history-016	synthetic-m2
w016	innovator2	k p a	1	history-016	synthetic-m2
w016	innovator3	k p a	1	history-016	synthetic-m2
w016	conservative1	k p a	1	history-016	synthetic-m2
w017	ancestor	k p a	1	history-017	synthetic-m2
w017	innovator1	k p a	1	history-017	synthetic-m2
w017	innovator2	k p a	1	history-017	synthetic-m2
w017	innovator3	k p a	1	history-017	synthetic-m2
w017	conservative1	k p a	1	history-017	synthetic-m2
w018	ancestor	k p a	1	history-018	synthetic-m2
w018	innovator1	k p a	1	history-018	synthetic-m2
w018	innovator2	k p a	1	history-018	synthetic-m2
w018	innovator3	k p a	1	history-018	synthetic-m2
w018	conservative1	k p a	1	history-018	synthetic-m2
w019	ancestor	k p a	1	history-019	synthetic-m2
w019	innovator1	k p a	1	history-019	synthetic-m2
w019	innovator2	k p a	1	history-019	synthetic-m2
w019	innovator3	k p a	1	history-019	synthetic-m2
w019	conservative1	k p a	1	history-019	synthetic-m2
w020	ancestor	k p a	1	history-020	synthetic-m2
w020	innovator1	k p a	1	history-020	synthetic-m2
w020	innovator2	k p a	1	history-020	synthetic-m2
w020	innovator3	k p a	1	history-020	synthetic-m2
w020	conservative1	k p a	1	history-020	synthetic-m2
w021	ancestor	k p a	1	history-021	synthetic-m2
w021	innovator1	k p a	1	history-021	synthetic-m2
w021	innovator2	k p a	1	history-021	synthetic-m2
w021	innovator3	k p a	1	history-021	synthetic-m2
w021	conservative1	k p a	1	history-021	synthetic-m2
w022	ancestor	k p a	1	history-022	synthetic-m2
w022	innovator1	k p a	1	history-022	synthetic-m2
w022	innovator2	k p a	1	history-022	synthetic-m2
w022	innovator3	k p a	1	history-022	synthetic-m2
w022	conservative1	k p a	1	history-022	synthetic-m2
w023	ancestor	k p a	1	history-023	synthetic-m2
w023	innovator1	k p a	1	history-023	synthetic-m2
w023	innovator2	k p a	1	history-023	synthetic-m2
w023	innovator3	k p a	1	history-023	synthetic-m2
w023	conservative1	k p a	1	history-023	synthetic-m2
w024	ancestor	k p a	1	history-024	synthetic-m2
w024	innovator1	k p a	1	history-024	synthetic-m2
w024	innovator2	k p a	1	history-024	synthetic-m2
w024	innovator3	k p a	1	history-024	synthetic-m2
w024	conservative1	k p a	1	history-024	synthetic-m2
w025	ancestor	k p a	1	history-025	synthetic-m2
w025	innovator1	k p a	1	history-025	synthetic-m2
w025	innovator2	k p a	1	history-025	synthetic-m2
w025	innovator3	k p a	1	history-025	synthetic-m2
w025	conservative1	k p a	1	history-025	synthetic-m2
w026	ancestor	k p a	1	history-026	synthetic-m2
w026	innovator1	k p a	1	history-026	synthetic-m2
w026	innovator2	k p a	1	history-026	synthetic-m2
w026	innovator3	k p a	1	history-026	synthetic-m2
w026	conservative1	k p a	1	history-026	synthetic-m2
w027	ancestor	k p a	1	history-027	synthetic-m2
w027	innovator1	k p a	1	history-027	synthetic-m2
w027	innovator2	k p a	1	history-027	synthetic-m2
w027	innovator3	k p a	1	history-027	synthetic-m2
w027	conservative1	k p a	1	history-027	synthetic-m2
w028	ancestor	k p a	1	history-028	synthetic-m2
w028	innovator1	k p a	1	history-028	synthetic-m2
w028	innovator2	k p a	1	history-028	synthetic-m2
w028	innovator3	k p a	1	history-028	synthetic-m2
w028	conservative1	k p a	1	history-028	synthetic-m2
w029	ancestor	k p a	1	history-029	synthetic-m2
w029	innovator1	k p a	1	history-029	synthetic-m2
w029	innovator2	k p a	1	history-029	synthetic-m2
w029	innovator3	k p a	1	history-029	synthetic-m2
w029	conservative1	k p a	1	history-029	synthetic-m2
w030	ancestor	k p a	1	history-030	synthetic-m2
w030	innovator1	k p a	1	history-030	synthetic-m2
w030	innovator2	k p a	1	history-030	synthetic-m2
w030	innovator3	k p a	1	history-030	synthetic-m2
w030	conservative1	k p a	1	history-030	synthetic-m2
w031	ancestor	k p a	1	history-031	synthetic-m2
w031	innovator1	k p a	1	history-031	synthetic-m2
w031	innovator2	k p a	1	history-031	synthetic-m2
