cognate_id	lect_id	segments	confidence	etymon_group	source_group
tx000	ancestor	k t͡s i	1	tx000	publication-a
tx000	innovator	k s i	1	tx000	publication-a
tx001	ancestor	k t͡s a	1	tx001	publication-a
tx001	innovator	k t͡s a	1	tx001	publication-a
tx002	ancestor	k t͡s i	1	tx002	publication-a
tx002	innovator	k s i	1	tx002	publication-a
tx003	ancestor	k t͡s a	1	tx003	publication-a
tx003	innovator	k t͡s a	1	tx003	publication-a
tx004	ancestor	k t͡s i	1	tx004	publication-a
tx004	innovator	k s i	1	tx004	publication-a
tx005	ancestor	k t͡s a	1	tx005	publication-a
tx005	innovator	k t͡s a	1	tx005	publication-a
tx006	ancestor	k t͡s i	1	tx006	publication-a
tx006	innovator	k s i	1	tx006	publication-a
tx007	ancestor	k t͡s a	1	tx007	publication-a
tx007	innovator	k t͡s a	1	tx007	publication-a
tx008	ancestor	k t͡s i	1	tx008	publication-a
tx008	innovator	k s i	1	tx008	publication-a
tx009	ancestor	k t͡s a	1	tx009	publication-a
tx009	innovator	k t͡s a	1	tx009	publication-a
tx010	ancestor	k t͡s i	1	tx010	publication-a
tx010	innovator	k s i	1	tx010	publication-a
tx011	ancestor	k t͡s a	1	tx011	publication-a
tx011	innovator	k t͡s a	1	tx011	publication-a
tx012	ancestor	k t͡s i	1	tx012	publication-a
tx012	innovator	k s i	1	tx012	publication-a
tx013	ancestor	k t͡s a	1	tx013	publication-a
tx013	innovator	k t͡s a	1	tx013	publication-a
tx014	ancestor	k t͡s i	1	tx014	publication-a
tx014	innovator	k s i	1	tx014	publication-a
tx015	ancestor	k t͡s a	1	tx015	publication-a
tx015	innovator	k t͡s a	1	tx015	publication-a
tx016	ancestor	k t s i	1	tx016	publication-b
tx016	innovator	k s i	1	tx016	publication-b
tx017	ancestor	k t s a	1	tx017	publication-b
tx017	innovator	k t s a	1	tx017	publication-b
tx018	ancestor	k t s i	1	tx018	publication-b
tx018	innovator	k s i	1	tx018	publication-b
tx019	ancestor	k t s a	1	tx019	publication-b
tx019	innovator	k t s a	1	tx019	publication-b
tx020	ancestor	k t s i	1	tx020	publication-b
tx020	innovator	k s i	1	tx020	publication-b
tx021	ancestor	k t s a	1	tx021	publication-b
tx021	innovator	k t s a	1	tx021	publication-b
tx022	ancestor	k t s i	1	tx022	publication-b
tx022	innovator	k s i	1	tx022	publication-b
tx023	ancestor	k t s a	1	tx023	publication-b
tx023	innovator	k t s a	1	tx023	publication-b
tx024	ancestor	k t s i	1	tx024	publication-b
tx024	innovator	k s i	1	tx024	publication-b
tx025	ancestor	k t s a	1	tx025	publication-b
tx025	innovator	k t s a	1	tx025	publication-b
tx026	ancestor	k t s i	1	tx026	publication-b
tx026	innovator	k s i	1	tx026	publication-b
tx027	ancestor	k t s a	1	tx027	publication-b
tx027	innovator	k t s a	1	tx027	publication-b
tx028	ancestor	k t s i	1	tx028	publication-b
tx028	innovator	k s i	1	tx028	publication-b
tx029	ancestor	k t s a	1	tx029	publication-b
tx029	innovator	k t s a	1	tx029	publication-b
tx030	ancestor	k t s i	1	tx030	publication-b
tx030	innovator	k s i	1	tx030	publication-b
tx031	ancestor	k t s a	1	tx031	publication-b
tx031	innovator	k t s a	1	tx031	publication-b
