cognate_id	lect_id	segments	confidence	etymon_group	source_group
insertion-000	ancestor	k p i	1	insertion-000	synthetic-m2
insertion-000	innovator	k f r i	1	insertion-000	synthetic-m2
insertion-001	ancestor	k p a	1	insertion-001	synthetic-m2
insertion-001	innovator	k p a	1	insertion-001	synthetic-m2
insertion-002	ancestor	k p i	1	insertion-002	synthetic-m2
insertion-002	innovator	k f r i	1	insertion-002	synthetic-m2
insertion-003	ancestor	k p a	1	insertion-003	synthetic-m2
insertion-003	innovator	k p a	1	insertion-003	synthetic-m2
insertion-004	ancestor	k p i	1	insertion-004	synthetic-m2
insertion-004	innovator	k f r i	1	insertion-004	synthetic-m2
insertion-005	ancestor	k p a	1	insertion-005	synthetic-m2
insertion-005	innovator	k p a	1	insertion-005	synthetic-m2
insertion-006	ancestor	k p i	1	insertion-006	synthetic-m2
insertion-006	innovator	k f r i	1	insertion-006	synthetic-m2
insertion-007	ancestor	k p a	1	insertion-007	synthetic-m2
insertion-007	innovator	k p a	1	insertion-007	synthetic-m2
insertion-008	ancestor	k p i	1	insertion-008	synthetic-m2
insertion-008	innovator	k f r i	1	insertion-008	synthetic-m2
insertion-009	ancestor	k p a	1	insertion-009	synthetic-m2
insertion-009	innovator	k p a	1	insertion-009	synthetic-m2
insertion-010	ancestor	k p i	1	insertion-010	synthetic-m2
insertion-010	innovator	k f r i	1	insertion-010	synthetic-m2
insertion-011	ancestor	k p a	1	insertion-011	synthetic-m2
insertion-011	innovator	k p a	1	insertion-011	synthetic-m2
insertion-012	ancestor	k p i	1	insertion-012	synthetic-m2
insertion-012	innovator	k f r i	1	insertion-012	synthetic-m2
insertion-013	ancestor	k p a	1	insertion-013	synthetic-m2
insertion-013	innovator	k p a	1	insertion-013	synthetic-m2
insertion-014	ancestor	k p i	1	insertion-014	synthetic-m2
insertion-014	innovator	k f r i	1	insertion-014	synthetic-m2
insertion-015	ancestor	k p a	1	insertion-015	synthetic-m2
insertion-015	innovator	k p a	1	insertion-015	synthetic-m2
insertion-016	ancestor	k p i	1	insertion-016	synthetic-m2
insertion-016	innovator	k f r i	1	insertion-016	synthetic-m2
insertion-017	ancestor	k p a	1	insertion-017	synthetic-m2
insertion-017	innovator	k p a	1	insertion-017	synthetic-m2
insertion-018	ancestor	k p i	1	insertion-018	synthetic-m2
insertion-018	innovator	k f r i	1	insertion-018	synthetic-m2
insertion-019	ancestor	k p a	1	insertion-019	synthetic-m2
insertion-019	innovator	k p a	1	insertion-019	synthetic-m2
insertion-020	ancestor	k p i	1	insertion-020	synthetic-m2
insertion-020	innovator	k f r i	1	insertion-020	synthetic-m2
insertion-021	ancestor	k p a	1	insertion-021	synthetic-m2
insertion-021	innovator	k p a	1	insertion-021	synthetic-m2
insertion-022	ancestor	k p i	1	insertion-022	synthetic-m2
insertion-022	innovator	k f r i	1	insertion-022	synthetic-m2
insertion-023	ancestor	k p a	1	insertion-023	synthetic-m2
insertion-023	innovator	k p a	1	insertion-023	synthetic-m2
