cognate_id	lect_id	segments	tone	confidence
d000	west	p a t i	- - - -	1.0
d000	midwest	p a ts i	- - - -	1.0
d000	mideast	p a s i	- - - -	1.0
d000	east	p a s i	- - - -	1.0
d001	west	m a t a	- - - -	1.0
d001	midwest	m a t a	- - - -	1.0
d001	mideast	m a t a	- - - -	1.0
d001	east	m a s a	- - - -	1.0
d002	west	k a t i	- - - -	1.0
d002	midwest	k a ts i	- - - -	1.0
d002	mideast	k a s i	- - - -	1.0
d002	east	k a s i	- - - -	1.0
d003	west	p a t a	- - - -	1.0
d003	midwest	p a t a	- - - -	1.0
d003	mideast	p a t a	- - - -	1.0
d003	east	p a s a	- - - -	1.0
d004	west	m a t i	- - - -	1.0
d004	midwest	m a ts i	- - - -	1.0
d004	mideast	m a s i	- - - -	1.0
d004	east	m a s i	- - - -	1.0
d005	west	k a t a	- - - -	1.0
d005	midwest	k a t a	- - - -	1.0
d005	mideast	k a t a	- - - -	1.0
d005	east	k a s a	- - - -	1.0
d006	west	p a t i	- - - -	1.0
d006	midwest	p a ts i	- - - -	1.0
d006	mideast	p a s i	- - - -	1.0
d006	east	p a s i	- - - -	1.0
d007	west	m a t a	- - - -	1.0
d007	midwest	m a t a	- - - -	1.0
d007	mideast	m a t a	- - - -	1.0
d007	east	m a s a	- - - -	1.0
d008	west	k a t i	- - - -	1.0
d008	midwest	k a ts i	- - - -	1.0
d008	mideast	k a s i	- - - -	1.0
d008	east	k a s i	- - - -	1.0
d009	west	p a t a	- - - -	1.0
d009	midwest	p a t a	- - - -	1.0
d009	mideast	p a t a	- - - -	1.0
d009	east	p a s a	- - - -	1.0
d010	west	m a t i	- - - -	1.0
d010	midwest	m a ts i	- - - -	1.0
d010	mideast	m a s i	- - - -	1.0
d010	east	m a s i	- - - -	1.0
d011	west	k a t a	- - - -	1.0
d011	midwest	k a t a	- - - -	1.0
d011	mideast	k a t a	- - - -	1.0
d011	east	k a s a	- - - -	1.0
d012	west	p a t i	- - - -	1.0
d012	midwest	p a ts i	- - - -	1.0
d012	mideast	p a s i	- - - -	1.0
d012	east	p a s i	- - - -	1.0
d013	west	m a t a	- - - -	1.0
d013	midwest	m a t a	- - - -	1.0
d013	mideast	m a t a	- - - -	1.0
d013	east	m a s a	- - - -	1.0
d014	west	k a t i	- - - -	1.0
d014	midwest	k a ts i	- - - -	1.0
d014	mideast	k a s i	- - - -	1.0
d014	east	k a s i	- - - -	1.0
d015	west	p a t a	- - - -	1.0
d015	midwest	p a t a	- - - -	1.0
d015	mideast	p a t a	- - - -	1.0
d015	east	p a s a	- - - -	1.0
d016	west	m a t i	- - - -	1.0
d016	midwest	m a ts i	- - - -	1.0
d016	mideast	m a s i	- - - -	1.0
d016	east	m a s i	- - - -	1.0
d017	west	k a t a	- - - -	1.0
d017	midwest	k a t a	- - - -	1.0
d017	mideast	k a t a	- - - -	1.0
d017	east	k a s a	- - - -	1.0
d018	west	p a t i	- - - -	1.0
d018	midwest	p a ts i	- - - -	1.0
d018	mideast	p a s i	- - - -	1.0
d018	east	p a s i	- - - -	1.0
d019	west	m a t a	- - - -	1.0
d019	midwest	m a t a	- - - -	1.0
d019	mideast	m a t a	- - - -	1.0
d019	east	m a s a	- - - -	1.0
