cognate_id	lect_id	segments	tone	confidence
s000	proto_like	p a t i	- - - -	1.0
s000	innovator_one	p a s i	- - - -	1.0
s000	innovator_two	b a s i	- - - -	1.0
s001	proto_like	m a t a	- - - -	1.0
s001	innovator_one	m a t a	- - - -	1.0
s001	innovator_two	m a t a	- - - -	1.0
s002	proto_like	k a t i	- - - -	1.0
s002	innovator_one	k a s i	- - - -	1.0
s002	innovator_two	k a s i	- - - -	1.0
s003	proto_like	p a t a	- - - -	1.0
s003	innovator_one	p a t a	- - - -	1.0
s003	innovator_two	b a t a	- - - -	1.0
s004	proto_like	m a t i	- - - -	1.0
s004	innovator_one	m a s i	- - - -	1.0
s004	innovator_two	m a s i	- - - -	1.0
s005	proto_like	k a t a	- - - -	1.0
s005	innovator_one	k a t a	- - - -	1.0
s005	innovator_two	k a t a	- - - -	1.0
s006	proto_like	p a t i	- - - -	1.0
s006	innovator_one	p a s i	- - - -	1.0
s006	innovator_two	b a s i	- - - -	1.0
s007	proto_like	m a t a	- - - -	1.0
s007	innovator_one	m a t a	- - - -	1.0
s007	innovator_two	m a t a	- - - -	1.0
s008	proto_like	k a t i	- - - -	1.0
s008	innovator_one	k a s i	- - - -	1.0
s008	innovator_two	k a s i	- - - -	1.0
s009	proto_like	p a t a	- - - -	1.0
s009	innovator_one	p a t a	- - - -	1.0
s009	innovator_two	b a t a	- - - -	1.0
s010	proto_like	m a t i	- - - -	1.0
s010	innovator_one	m a s i	- - - -	1.0
s010	innovator_two	m a s i	- - - -	1.0
s011	proto_like	k a t a	- - - -	1.0
s011	innovator_one	k a t a	- - - -	1.0
s011	innovator_two	k a t a	- - - -	1.0
s012	proto_like	p a t i	- - - -	1.0
s012	innovator_one	p a s i	- - - -	1.0
s012	innovator_two	b a s i	- - - -	1.0
s013	proto_like	m a t a	- - - -	1.0
s013	innovator_one	m a t a	- - - -	1.0
s013	innovator_two	m a t a	- - - -	1.0
s014	proto_like	k a t i	- - - -	1.0
s014	innovator_one	k a s i	- - - -	1.0
s014	innovator_two	k a s i	- - - -	1.0
s015	proto_like	p a t a	- - - -	1.0
s015	innovator_one	p a t a	- - - -	1.0
s015	innovator_two	b a t a	- - - -	1.0
s016	proto_like	m a t i	- - - -	1.0
s016	innovator_one	m a s i	- - - -	1.0
s016	innovator_two	m a s i	- - - -	1.0
s017	proto_like	k a t a	- - - -	1.0
s017	innovator_one	k a t a	- - - -	1.0
s017	innovator_two	k a t a	- - - -	1.0
s018	proto_like	p a t i	- - - -	1.0
s018	innovator_one	p a s i	- - - -	1.0
s018	innovator_two	b a s i	- - - -	1.0
s019	proto_like	m a t a	- - - -	1.0
s019	innovator_one	m a t a	- - - -	1.0
s019	innovator_two	m a t a	- - - -	1.0
