cognate_id	lect_id	segments	tone	confidence
i000	outgroup	p a t i	- - - -	1.0
i000	close_one	p a s i	- - - -	1.0
i000	close_two	p e s i	- - - -	1.0
i000	close_three	p o s i	- - - -	1.0
i001	outgroup	m a t a	- - - -	1.0
i001	close_one	m a t a	- - - -	1.0
i001	close_two	m e t a	- - - -	1.0
i001	close_three	m o t a	- - - -	1.0
i002	outgroup	k a t i	- - - -	1.0
i002	close_one	k a s i	- - - -	1.0
i002	close_two	k e s i	- - - -	1.0
i002	close_three	k o s i	- - - -	1.0
i003	outgroup	p a t a	- - - -	1.0
i003	close_one	p a t a	- - - -	1.0
i003	close_two	p e t a	- - - -	1.0
i003	close_three	p o t a	- - - -	1.0
i004	outgroup	m a t i	- - - -	1.0
i004	close_one	m a s i	- - - -	1.0
i004	close_two	m e s i	- - - -	1.0
i004	close_three	m o s i	- - - -	1.0
i005	outgroup	k a t a	- - - -	1.0
i005	close_one	k a t a	- - - -	1.0
i005	close_two	k e t a	- - - -	1.0
i005	close_three	k o t a	- - - -	1.0
i006	outgroup	p a t i	- - - -	1.0
i006	close_one	p a s i	- - - -	1.0
i006	close_two	p e s i	- - - -	1.0
i006	close_three	p o s i	- - - -	1.0
i007	outgroup	m a t a	- - - -	1.0
i007	close_one	m a t a	- - - -	1.0
i007	close_two	m e t a	- - - -	1.0
i007	close_three	m o t a	- - - -	1.0
i008	outgroup	k a t i	- - - -	1.0
i008	close_one	k a s i	- - - -	1.0
i008	close_two	k e s i	- - - -	1.0
i008	close_three	k o s i	- - - -	1.0
i009	outgroup	p a t a	- - - -	1.0
i009	close_one	p a t a	- - - -	1.0
i009	close_two	p e t a	- - - -	1.0
i009	close_three	p o t a	- - - -	1.0
i010	outgroup	m a t i	- - - -	1.0
i010	close_one	m a s i	- - - -	1.0
i010	close_two	m e s i	- - - -	1.0
i010	close_three	m o s i	- - - -	1.0
i011	outgroup	k a t a	- - - -	1.0
i011	close_one	k a t a	- - - -	1.0
i011	close_two	k e t a	- - - -	1.0
i011	close_three	k o t a	- - - -	1.0
i012	outgroup	p a t i	- - - -	1.0
i012	close_one	p a s i	- - - -	1.0
i012	close_two	p e s i	- - - -	1.0
i012	close_three	p o s i	- - - -	1.0
i013	outgroup	m a t a	- - - -	1.0
i013	close_one	m a t a	- - - -	1.0
i013	close_two	m e t a	- - - -	1.0
i013	close_three	m o t a	- - - -	1.0
i014	outgroup	k a t i	- - - -	1.0
i014	close_one	k a s i	- - - -	1.0
i014	close_two	k e s i	- - - -	1.0
i014	close_three	k o s i	- - - -	1.0
i015	outgroup	p a t a	- - - -	1.0
i015	close_one	p a t a	- - - -	1.0
i015	close_two	p e t a	- - - -	1.0
i015	close_three	p o t a	- - - -	1.0
i016	outgroup	m a t i	- - - -	1.0
i016	close_one	m a s i	- - - -	1.0
i016	close_two	m e s i	- - - -	1.0
i016	close_three	m o s i	- - - -	1.0
i017	outgroup	k a t a	- - - -	1.0
i017	close_one	k a t a	- - - -	1.0
i017	close_two	k e t a	- - - -	1.0
i017	close_three	k o t a	- - - -	1.0
i018	outgroup	p a t i	- - - -	1.0
i018	close_one	p a s i	- - - -	1.0
i018	close_two	p e s i	- - - -	1.0
i018	close_three	p o s i	- - - -	1.0
i019	outgroup	m a t a	- - - -	1.0
i019	close_one	m a t a	- - - -	1.0
i019	close_two	m e t a	- - - -	1.0
i019	close_three	m o t a	- - - -	1.0
