cognate_id	lect_id	segments
h001	a	k y r e
h001	b	k y r e
h001	c	k y r e
h002	a	k u l a
h002	b	q u l a
h002	c	q u l a
h003	a	k y p b
h003	b	k y p y
h003	c	k y p y
h004	a	k o s a
h004	b	q o s a
h005	a	k y s e
h005	b	n y s e
h005	c	k y s e
h006	a	k u m a
h006	b	q u m a
h007	a	k y i i
h007	b	k y l i
h007	c	k b r i
h008	a	k o t u
h008	b	q o t u
h008	c	q o t u
h009	a	k y m y
h009	b	k y m y
h009	c	k y m y
h010	a	k a t u
h010	b	e a t u
h010	c	q a t u
h012	a	k o m o
h012	b	q o m o
h012	c	q o m o
h013	a	k i l e
h013	b	k i l e
h013	c	k i l e
h014	a	k u l a
h014	b	t u l a
h014	c	q o l a
h015	a	k e t i
h015	b	k e p i
h016	a	k u p o
h016	b	q u p o
h016	c	n u p o
h017	a	k e n e
h017	b	k e n e
h018	a	k u t a
h018	b	q u t a
h018	c	q u e a
h019	a	k i r i
h019	c	k i r t
h020	a	k r n o
h020	b	q s n o
h020	c	q a n o
h021	a	k y p i
h021	b	k y p i
h021	c	k y p i
h023	a	k i s e
h023	c	k i s e
h024	a	k o t a
h024	b	q o t a
h024	c	q o t a
h025	a	k y l e
h025	b	k y l e
h025	c	a y l e
h026	a	k o p a
h026	b	q o p t
h028	a	k o l a
h028	b	q o l a
h028	c	q o l a
h029	a	k e t y
h029	c	k e t y
h030	a	k u t a
h030	c	q u t a
h031	a	k e l e
h031	b	k e l e
h032	a	a u s a
h032	b	q u s a
h032	c	q u s a
h033	a	k y r i
h033	b	b y r i
h033	c	k y r i
h034	a	k a m u
h034	b	q a m u
h035	a	k i s e
h035	b	k i s e
h035	c	k i s e
h036	a	k o s o
h036	b	q o s o
h037	a	k i p y
h037	b	k i p y
h037	c	k t p y
h038	a	k o m l
h038	b	q o m u
h039	a	k e t i
h039	c	k e t i
h040	a	i a m a
h040	b	q i m a
h040	c	q a m a
h041	a	k y o e
h041	b	k y t e
h042	a	k a b o
h042	c	q a b o
h043	a	k y r y
h043	b	k y r y
h044	a	k o b u
h044	c	q o a u
h045	a	k e n y
h045	b	k e n y
h046	a	k a b a
h046	b	q a b a
h046	c	q a b a
h047	a	k u t y
h047	b	a i t y
h047	c	k i t y
h048	a	k o p a
h048	b	q o p a
h048	c	s o p a
h049	a	k e p i
h049	b	k y b i
h049	c	k e p i
h050	a	k u b u
h050	c	q u b u
h051	a	k y t e
h051	c	k y t e
h052	a	k o b u
h052	b	q o b o
h053	a	k y l e
h053	b	k y l e
h053	c	k y l e
h054	a	k o r o
h054	b	q o r o
h055	a	k y b i
h055	b	k y b i
h055	c	k y b i
h056	a	k a p u
h056	b	i a p u
h056	c	q a p u
h057	a	k e r i
h057	b	k e r o
h057	c	k e r i
h058	a	a u l o
h058	b	q u l o
h058	c	q u l o
h059	a	k y r e
h059	b	k y e e
h059	c	k y r e
h060	a	k u p o
h060	b	q u p o
h060	c	q u p o
h061	a	k y l e
h061	b	k y l e
h061	c	k y l e
h062	a	k u s o
h062	b	q u s o
h062	c	q u s o
h063	a	k i b y
h063	b	k i b y
h063	c	k i b y
h064	a	k u t u
h064	b	q u t u
h064	c	q u t u
h066	a	k u r a
h066	b	q u r a
h067	a	k y l y
h067	b	k y l y
h067	c	k y l y
h068	a	k o s u
h068	b	q o s n
h069	a	k e t y
h069	b	k e t y
h069	c	k e t y
h070	a	k a l u
h070	b	q a l u
h071	a	k y b e
h071	c	k y b e
h072	a	k a b u
h072	c	q a b u
h073	a	k y l i
h073	c	k y l i
h074	a	k n n o
h074	b	q a n o
h074	c	q a n o
h075	a	k y m i
h075	c	k y m i
h076	a	k u p u
h076	c	q u p u
h077	a	k y t e
h077	c	k y t r
h078	a	p l s a
h078	b	q a s a
h078	c	q a s p
h079	a	k e s y
h079	b	k e s y
h079	c	k e s u
h080	a	k u p u
h080	b	q u p u
h080	c	q u p u
h081	a	k i m e
h081	c	y i m e
h082	a	k u m u
h082	b	q u m u
h082	c	q u m m
h083	a	k e n i
h083	c	k e n i
h084	a	n u n u
h084	b	q u n o
h084	c	q u n u
h085	a	k e t e
h085	b	k e t e
h085	c	k e t e
h086	a	k u r u
h086	b	q u r u
h086	c	q u r u
h087	a	k y s e
h087	b	k y s e
h087	c	k y s e
h089	a	k i m i
h089	b	k i m i
h089	c	k i m i
h090	a	k u r o
h090	b	q u r o
h090	c	q u r o
h091	a	k e n i
h091	b	k e n i
h092	a	r o m u
h092	b	b o s u
h092	c	q o m u
h093	a	k y m y
h093	b	k y m y
h093	c	k y m y
h095	a	k e n i
h095	b	k e n i
h096	a	k o y u
h096	c	q o n u
h097	a	k y r y
h097	b	k y r y
h098	a	k a r u
h098	c	b n o u
h099	a	k i r y
h099	b	k i r y
h099	c	k i r y
h100	a	k a n a
h100	b	q b n a
h100	c	q a n a
h101	a	k y m s
h101	b	k y m e
h101	c	k y m e
h102	a	k o r u
h102	b	q o r u
h102	c	q o r u
h103	a	k i l y
h103	b	k i l n
h103	c	k i b y
h104	a	k o b u
h104	b	q o b u
h104	c	q o b u
h106	a	k a l u
h106	b	q a l u
h106	c	q a l u
h107	a	k y l y
h107	b	k y l y
h107	c	k y l y
h108	a	k u r u
h108	b	q u r u
h108	c	q u r u
h109	a	k y p y
h109	b	k i p y
h109	c	k i p y
h110	a	k a s o
h110	b	q a s n
h111	a	k i r y
h111	b	k i r y
h112	a	k u t o
h112	b	q u t o
h112	c	q u t o
h113	a	k i r i
h113	b	k i r i
h114	a	k o t o
h114	b	q o t o
h114	c	q o t o
h115	a	k e p i
h115	b	k e p i
h115	c	k e p i
h116	a	k u s o
h116	b	q u s o
h117	a	k y s e
h117	b	k y s e
h117	c	k y s e
h118	a	k a r u
h118	b	q a r t
h118	c	q a r u
h119	a	k y l i
h119	b	k y l i
h119	c	k y l i
h120	a	k u r e
h120	b	q u r a
h120	c	q r r a
h121	a	k e n e
h121	b	k e n e
h121	c	k e n e
h122	a	k o m a
h122	b	q o m a
h122	c	q o m a
h123	a	k i b e
h123	b	k i b e
h123	c	k a b e
h124	a	k b b a
h124	b	q u b a
h124	c	q u b a
h125	a	k i p i
h125	b	k i p i
h125	c	k i p i
h126	a	k u n a
h126	b	q u n a
h129	a	k e y e
h129	b	k e b e
h129	c	k n b e
h130	a	k u n a
h130	b	q u l a
h130	c	q u n s
h131	a	k e t e
h131	b	k e t e
h131	c	k e t e
h132	a	k u n a
h132	b	q u b a
h133	a	k i s e
h133	b	k i s u
h133	c	k i s e
h134	a	k o l u
h134	b	q o l u
h134	c	q o l u
h135	a	k i l e
h135	b	k e l e
h135	c	k i l s
h136	a	k a b u
h136	b	q e b u
h136	c	q a b u
h137	a	k y r y
h137	b	k y r y
h139	a	k i t y
h139	c	k i t y
h140	a	k a n u
h140	b	q a n u
h140	c	q a n u
h141	a	k e m i
h141	b	k e m b
h142	a	k a s u
h142	b	q a s u
h143	a	k i t i
h143	b	k i t i
h144	a	k a b u
h144	b	q a p u
h146	a	k u s o
h146	b	q u s o
h148	a	k o m o
h148	b	q o m o
h148	c	q o m o
h150	a	k u r o
h150	b	q u r o
h150	c	q u r o
h151	a	k y l i
h151	b	k y l i
h151	c	k y l i
h152	a	k u l u
h152	b	q t l u
h152	c	q u l o
h153	a	k e n i
h153	b	k e n i
h153	c	k e n i
h154	a	k m n u
h154	b	q u s u
h154	c	q u n u
h155	a	k e t i
h155	b	k e t i
h155	c	k e t i
h156	a	k a b u
h156	b	q a s u
h156	c	q a l u
h157	a	k e b i
h157	b	k e b y
h157	c	k e b o
h158	a	k u y u
h158	b	q u r u
h159	a	k y b i
h159	b	k y b i
