cognate_id	lect_id	segments
s000	proto	m a p a
s000	daughter	m a p a
s001	proto	m a p e
s001	daughter	m a f e
s002	proto	m a p i
s002	daughter	m a f i
s003	proto	m a p o
s003	daughter	m a f o
s004	proto	m a p u
s004	daughter	m a f u
s005	proto	m e p a
s005	daughter	m e f a
s006	proto	m e p e
s006	daughter	m e f e
s007	proto	m e p i
s007	daughter	m e p i
s008	proto	m e p o
s008	daughter	m e p o
s009	proto	m e p u
s009	daughter	m e p u
s010	proto	m i p a
s010	daughter	m i f a
s011	proto	m i p e
s011	daughter	m i f e
s012	proto	m i p i
s012	daughter	m i f i
s013	proto	m i p o
s013	daughter	m i f o
s014	proto	m i p u
s014	daughter	m i f u
s015	proto	m o p a
s015	daughter	m o p a
s016	proto	m o p e
s016	daughter	m o f e
s017	proto	m o p i
s017	daughter	m o f i
s018	proto	m o p o
s018	daughter	m o f o
s019	proto	m o p u
s019	daughter	m o p u
s020	proto	m u p a
s020	daughter	m u p a
s021	proto	m u p e
s021	daughter	m u f e
s022	proto	m u p i
s022	daughter	m u p i
s023	proto	m u p o
s023	daughter	m u f o
s024	proto	m u p u
s024	daughter	m u f u
s025	proto	l a p a
s025	daughter	l a f a
s026	proto	l a p e
s026	daughter	l a p e
s027	proto	l a p i
s027	daughter	l a p i
s028	proto	l a p o
s028	daughter	l a p o
s029	proto	l a p u
s029	daughter	l a f u
s030	proto	l e p a
s030	daughter	l e f a
s031	proto	l e p e
s031	daughter	l e p e
s032	proto	l e p i
s032	daughter	l e p i
s033	proto	l e p o
s033	daughter	l e p o
s034	proto	l e p u
s034	daughter	l e f u
s035	proto	l i p a
s035	daughter	l i p a
s036	proto	l i p e
s036	daughter	l i f e
s037	proto	l i p i
s037	daughter	l i p i
s038	proto	l i p o
s038	daughter	l i p o
s039	proto	l i p u
s039	daughter	l i p u
s040	proto	l o p a
s040	daughter	l o p a
s041	proto	l o p e
s041	daughter	l o p e
s042	proto	l o p i
s042	daughter	l o p i
s043	proto	l o p o
s043	daughter	l o p o
s044	proto	l o p u
s044	daughter	l o f u
s045	proto	l u p a
s045	daughter	l u p a
s046	proto	l u p e
s046	daughter	l u p e
s047	proto	l u p i
s047	daughter	l u f i
s048	proto	l u p o
s048	daughter	l u f o
s049	proto	l u p u
s049	daughter	l u p u
s050	proto	m a t a
s050	daughter	m a t a
s051	proto	m a t e
s051	daughter	m a t e
s052	proto	m a t i
s052	daughter	m a t i
s053	proto	m a t o
s053	daughter	m a s o
s054	proto	m a t u
s054	daughter	m a s u
s055	proto	m e t a
s055	daughter	m e s a
s056	proto	m e t e
s056	daughter	m e t e
s057	proto	m e t i
s057	daughter	m e s i
s058	proto	m e t o
s058	daughter	m e t o
s059	proto	m e t u
s059	daughter	m e s u
s060	proto	m i t a
s060	daughter	m i t a
s061	proto	m i t e
s061	daughter	m i t e
s062	proto	m i t i
s062	daughter	m i s i
s063	proto	m i t o
s063	daughter	m i s o
s064	proto	m i t u
s064	daughter	m i s u
s065	proto	m o t a
s065	daughter	m o s a
s066	proto	m o t e
s066	daughter	m o s e
s067	proto	m o t i
s067	daughter	m o t i
s068	proto	m o t o
s068	daughter	m o t o
s069	proto	m o t u
s069	daughter	m o t u
s070	proto	m u t a
s070	daughter	m u s a
s071	proto	m u t e
s071	daughter	m u t e
s072	proto	m u t i
s072	daughter	m u t i
s073	proto	m u t o
s073	daughter	m u t o
s074	proto	m u t u
s074	daughter	m u t u
s075	proto	l a t a
s075	daughter	l a s a
s076	proto	l a t e
s076	daughter	l a t e
s077	proto	l a t i
s077	daughter	l a s i
s078	proto	l a t o
s078	daughter	l a t o
s079	proto	l a t u
s079	daughter	l a t u
s080	proto	l e t a
s080	daughter	l e t a
s081	proto	l e t e
s081	daughter	l e t e
s082	proto	l e t i
s082	daughter	l e t i
s083	proto	l e t o
s083	daughter	l e s o
s084	proto	l e t u
s084	daughter	l e s u
s085	proto	l i t a
s085	daughter	l i t a
s086	proto	l i t e
s086	daughter	l i s e
s087	proto	l i t i
s087	daughter	l i s i
s088	proto	l i t o
s088	daughter	l i s o
s089	proto	l i t u
s089	daughter	l i s u
s090	proto	l o t a
s090	daughter	l o s a
s091	proto	l o t e
s091	daughter	l o s e
s092	proto	l o t i
s092	daughter	l o s i
s093	proto	l o t o
s093	daughter	l o s o
s094	proto	l o t u
s094	daughter	l o s u
s095	proto	l u t a
s095	daughter	l u s a
s096	proto	l u t e
s096	daughter	l u s e
s097	proto	l u t i
s097	daughter	l u s i
s098	proto	l u t o
s098	daughter	l u t o
s099	proto	l u t u
s099	daughter	l u t u
s100	proto	m a k a
s100	daughter	m a x a
s101	proto	m a k e
s101	daughter	m a x e
s102	proto	m a k i
s102	daughter	m a x i
s103	proto	m a k o
s103	daughter	m a x o
s104	proto	m a k u
s104	daughter	m a k u
s105	proto	m e k a
s105	daughter	m e x a
s106	proto	m e k e
s106	daughter	m e k e
s107	proto	m e k i
s107	daughter	m e k i
s108	proto	m e k o
s108	daughter	m e k o
s109	proto	m e k u
s109	daughter	m e x u
s110	proto	m i k a
s110	daughter	m i x a
s111	proto	m i k e
s111	daughter	m i k e
s112	proto	m i k i
s112	daughter	m i k i
s113	proto	m i k o
s113	daughter	m i x o
s114	proto	m i k u
s114	daughter	m i k u
s115	proto	m o k a
s115	daughter	m o k a
s116	proto	m o k e
s116	daughter	m o k e
s117	proto	m o k i
s117	daughter	m o k i
s118	proto	m o k o
s118	daughter	m o k o
s119	proto	m o k u
s119	daughter	m o k u
s120	proto	m u k a
s120	daughter	m u x a
s121	proto	m u k e
s121	daughter	m u x e
s122	proto	m u k i
s122	daughter	m u k i
s123	proto	m u k o
s123	daughter	m u x o
s124	proto	m u k u
s124	daughter	m u x u
s125	proto	l a k a
s125	daughter	l a k a
s126	proto	l a k e
s126	daughter	l a x e
s127	proto	l a k i
s127	daughter	l a k i
s128	proto	l a k o
s128	daughter	l a k o
s129	proto	l a k u
s129	daughter	l a k u
s130	proto	l e k a
s130	daughter	l e k a
s131	proto	l e k e
s131	daughter	l e x e
s132	proto	l e k i
s132	daughter	l e x i
s133	proto	l e k o
s133	daughter	l e k o
s134	proto	l e k u
s134	daughter	l e x u
s135	proto	l i k a
s135	daughter	l i k a
s136	proto	l i k e
s136	daughter	l i k e
s137	proto	l i k i
s137	daughter	l i x i
s138	proto	l i k o
s138	daughter	l i k o
s139	proto	l i k u
s139	daughter	l i k u
s140	proto	l o k a
s140	daughter	l o x a
s141	proto	l o k e
s141	daughter	l o x e
s142	proto	l o k i
s142	daughter	l o x i
s143	proto	l o k o
s143	daughter	l o x o
s144	proto	l o k u
s144	daughter	l o k u
s145	proto	l u k a
s145	daughter	l u k a
s146	proto	l u k e
s146	daughter	l u x e
s147	proto	l u k i
s147	daughter	l u k i
s148	proto	l u k o
s148	daughter	l u x o
s149	proto	l u k u
s149	daughter	l u k u
