cognate_id	lect_id	segments
root	proto	r o p u
root	daughter	r a p u
fall	proto	t o p a
fall	daughter	t a p a
bark	proto	k o b i
bark	daughter	x a b i
sleep	proto	s o m u
sleep	daughter	s a m u
flat	proto	n o p i
flat	daughter	n a p i
leaf	proto	l o b e
leaf	daughter	l a b e
strike	proto	d o p a
strike	daughter	d a p a
resin	proto	g o m u
resin	daughter	g a m u
small	proto	t o b i
small	daughter	t a b i
thunder	proto	r o m a
thunder	daughter	r a m a
belly	proto	k o p u
belly	daughter	x a p u
above	proto	s o b e
above	daughter	s a b e
name	proto	n o m i
name	daughter	n a m i
wide	proto	l o p a
wide	daughter	l a p a
deep	proto	d o b u
deep	daughter	d a b u
seed	proto	g o m a
seed	daughter	g a m a
tooth	proto	r a t i
tooth	daughter	r a t i
stone	proto	k a d e
stone	daughter	x a d e
salt	proto	s a l u
salt	daughter	s a l u
night	proto	n a t e
night	daughter	n a t e
lake	proto	l a k i
lake	daughter	l a x i
day	proto	d a g u
day	daughter	d a g u
body	proto	t a n u
body	daughter	t a n u
sand	proto	g a r i
sand	daughter	g a r i
seven	proto	s a t e
seven	daughter	s a t e
shell	proto	r a k u
shell	daughter	r a x u
river	proto	n a d i
river	daughter	n a d i
road	proto	k a l u
road	daughter	x a l u
father	proto	t a d e
father	daughter	t a d e
sky	proto	l a g i
sky	daughter	l a g i
gift	proto	d a n u
gift	daughter	d a n u
rise	proto	s a g i
rise	daughter	s a g i
bird	proto	p i t i
bird	daughter	p i t i
fly	proto	m u k e
fly	daughter	m u x e
star	proto	s i n i
star	daughter	s i n i
dog	proto	k u r i
dog	daughter	x u r i
green	proto	b e l u
green	daughter	b e l u
hit	proto	t u k i
hit	daughter	t u x i
thin	proto	m i n e
thin	daughter	m i n e
fish	proto	p e s u
fish	daughter	p e s u
