cognate_id	lect_id	segments
i00	proto	w u m i
i00	daughter	w y m i
a00	proto	w u m a
a00	daughter	w u m a
i01	proto	l u l i
i01	daughter	l y l i
a01	proto	l u l a
a01	daughter	l u l a
i02	proto	l u l i
i02	daughter	l y l i
a02	proto	l u l a
a02	daughter	l u l a
i03	proto	n u r i
i03	daughter	n y r i
a03	proto	n u r a
a03	daughter	n u r a
i04	proto	k u l i
i04	daughter	k y l i
a04	proto	k u l a
a04	daughter	k u l a
i05	proto	n u l i
i05	daughter	n y l i
a05	proto	n u l a
a05	daughter	n u l a
i06	proto	n u m i
i06	daughter	n y m i
a06	proto	n u m a
a06	daughter	n u m a
i07	proto	l u n i
i07	daughter	l y n i
a07	proto	l u n a
a07	daughter	l u n a
