cognate_id	lect_id	segments
n000	proto	n u p i
n000	daughter	n u f i
n001	proto	m a p u
n001	daughter	m a p u
n002	proto	m o p i
n002	daughter	m o f i
n003	proto	t o p a
n003	daughter	t o p a
n004	proto	k e p e
n004	daughter	k e f e
n005	proto	t u p o
n005	daughter	t u p o
n006	proto	l u p i
n006	daughter	l u f i
n007	proto	t a p a
n007	daughter	t a p a
n008	proto	s a p e
n008	daughter	s a f e
n009	proto	l o p a
n009	daughter	l o p a
n010	proto	l i p e
n010	daughter	l i f e
n011	proto	m e p a
n011	daughter	m e p a
n012	proto	l u p i
n012	daughter	l u f i
n013	proto	s u p o
n013	daughter	s u p o
n014	proto	k e p e
n014	daughter	k e f e
n015	proto	s o p a
n015	daughter	s o p a
n016	proto	l o p i
n016	daughter	l o f i
n017	proto	n a p u
n017	daughter	n a p u
n018	proto	t i p e
n018	daughter	t i f e
n019	proto	n a p u
n019	daughter	n a p u
n020	proto	s o p i
n020	daughter	s o f i
n021	proto	m i p a
n021	daughter	m i p a
n022	proto	k a p e
n022	daughter	k a f e
n023	proto	k u p a
n023	daughter	k u p a
n024	proto	s o p e
n024	daughter	s o f e
n025	proto	t o p o
n025	daughter	t o p o
n026	proto	n e p i
n026	daughter	n e f i
n027	proto	l e p o
n027	daughter	l e p o
n028	proto	n u p e
n028	daughter	n u f e
n029	proto	m e p a
n029	daughter	m e p a
n030	proto	n e p e
n030	daughter	n e f e
n031	proto	m u p u
n031	daughter	m u p u
