cognate_id	lect_id	segments
n000	proto	n u p i
n000	daughter	n u f i
n001	proto	m a p u
n001	daughter	m a p u
n002	proto	m o p i
n002	daughter	m o f i
n003	proto	t o p a
n003	daughter	t o p a
n004	proto	k e p e
n004	daughter	k e f e
n005	proto	t u p o
n005	daughter	t u p o
n006	proto	l u p i
n006	daughter	l u f i
n007	proto	t a p a
n007	daughter	t a p a
n008	proto	s a p e
n008	daughter	s a f e
n009	proto	l o p a
n009	daughter	l o p a
n010	proto	l i p e
n010	daughter	l i f e
n011	proto	m e p a
n011	daughter	m e p a
n012	proto	l u p i
n012	daughter	l u f i
n013	proto	s u p o
n013	daughter	s u p o
n014	proto	k e p e
n014	daughter	k e f e
n015	proto	s o p a
n015	daughter	s o p a
