cognate_id	lect_id	segments
h000	a	k a m u
h000	d	q a o u
h001	a	k y r e
h001	b	k y r e
h001	c	k y r e
h001	d	k y r e
h002	a	k u l a
h002	b	q u l a
h002	c	q u l a
h002	d	q u l a
h003	a	k y p b
h003	b	k y p y
h003	c	k y p y
h004	a	k o s a
h004	b	q o s a
h004	d	q o s a
h005	a	k y s e
h005	b	n y s e
h005	c	k y s e
h005	d	k y u e
h006	a	k u m a
h006	b	q u m a
h006	d	q u m a
h007	a	k y i i
h007	b	k y l i
h007	c	k b r i
h008	a	k o t u
h008	b	q o t u
h008	c	q o t u
h008	d	q o t u
h009	a	k y m y
h009	b	k y m y
h009	c	k y m y
h009	d	k y m y
h010	a	k a t u
h010	b	e a t u
h010	c	q a t u
h010	d	q a t u
h011	a	k e l y
h011	d	k e l y
h012	a	k o m o
h012	b	q o m o
h012	c	q o m o
h012	d	q m m o
h013	a	k i l e
h013	b	k i l e
h013	c	k i l e
h013	d	k i l a
h014	a	k u l a
h014	b	t u l a
h014	c	q o l a
h014	d	q u l a
h015	a	k e t i
h015	b	k e p i
h016	a	k u p o
h016	b	q u p o
h016	c	n u p o
h016	d	q u p o
h017	a	k e n e
h017	b	k e n e
h017	d	t e n e
h018	a	k u t a
h018	b	q u t a
h018	c	q u e a
h018	d	q u t a
h019	a	k i r i
h019	c	k i r t
h019	d	k i r i
h020	a	k r n o
h020	b	q s n o
h020	c	q a n o
h020	d	q a n o
h021	a	k y p i
h021	b	k y p i
h021	c	k y p i
h021	d	y y p i
h022	a	m a n u
h022	d	q a n u
h023	a	k i s e
h023	c	k i s e
h023	d	k i s e
h024	a	k o t a
h024	b	q o t a
h024	c	q o t a
h024	d	q o t a
h025	a	k y l e
h025	b	k y l e
h025	c	a y l e
h025	d	k y l e
h026	a	k o p a
h026	b	q o p t
h026	d	q o p a
h027	a	k y l e
h027	d	p y l t
h028	a	k o l a
h028	b	q o l a
h028	c	q o l a
h028	d	q o l a
h029	a	k e t y
h029	c	k e t y
h029	d	k e t y
h030	a	k u t a
h030	c	q u t a
h030	d	q u t a
h031	a	k e l e
h031	b	k e l e
h031	d	k e l e
h032	a	a u s a
h032	b	q u s a
h032	c	q u s a
h032	d	e u s a
h033	a	k y r i
h033	b	b y r i
h033	c	k y r i
h034	a	k a m u
h034	b	q a m u
h034	d	q a m u
h035	a	k i s e
h035	b	k i s e
h035	c	k i s e
h035	d	k i s e
h036	a	k o s o
h036	b	q o s o
h036	d	q o s o
h037	a	k i p y
h037	b	k i p y
h037	c	k t p y
h037	d	k i p y
h038	a	k o m l
h038	b	q o m u
h038	d	q o m u
h039	a	k e t i
h039	c	k e t i
h039	d	k e t i
h040	a	i a m a
h040	b	q i m a
h040	c	q a m a
