cognate_id	lect_id	segments
x000	donor	x o θ u
x000	borrower	k o t u
x001	donor	l i f a
x001	borrower	t u k i
x002	donor	x i z u
x002	borrower	k i s u
x003	donor	t a θ u
x003	borrower	m o k a
x004	donor	θ a t a
x004	borrower	t a t a
x005	donor	s o x o
x005	borrower	s i k e
x006	donor	f e f e
x006	borrower	p e p e
x007	donor	t i k e
x007	borrower	n e m o
x008	donor	x u x e
x008	borrower	k u k e
x009	donor	m u f o
x009	borrower	m e t i
x010	donor	θ a l o
x010	borrower	t a l o
x011	donor	s i x a
x011	borrower	s u l e
x012	donor	x a l a
x012	borrower	k a l a
x013	donor	m i z o
x013	borrower	n a s a
x014	donor	f o f o
x014	borrower	p o p o
x015	donor	k o x a
x015	borrower	n u k o
x016	donor	x u z e
x016	borrower	k u s e
x017	donor	s o f e
x017	borrower	n u m o
x018	donor	f o k u
x018	borrower	p o k u
x019	donor	l u k u
x019	borrower	t o l e
x020	donor	f o f u
x020	borrower	p o p u
x021	donor	m u f a
x021	borrower	l e s u
x022	donor	f u m e
x022	borrower	p u m e
x023	donor	s e x i
x023	borrower	l e s e
x024	donor	x a m u
x024	borrower	k a m u
x025	donor	m e m i
x025	borrower	k e t o
x026	donor	z o f a
x026	borrower	s o p a
x027	donor	l u m u
x027	borrower	l o s i
x028	donor	f o m u
x028	borrower	p o m u
x029	donor	l e f u
x029	borrower	l u k u
x030	donor	f a z u
x030	borrower	p a s u
x031	donor	m i t o
x031	borrower	m o l a
x032	donor	θ a k o
x032	borrower	t a k o
x033	donor	t i θ o
x033	borrower	n u s e
x034	donor	f e s o
x034	borrower	p e s o
x035	donor	k i f i
x035	borrower	s e s u
x036	donor	f u f a
x036	borrower	p u p a
x037	donor	n e z e
x037	borrower	l o k u
x038	donor	θ o x e
x038	borrower	t o k e
x039	donor	t o l o
x039	borrower	t u t u
x040	donor	x e t a
x040	borrower	k e t a
x041	donor	s e k e
x041	borrower	l o s o
x042	donor	z i s i
x042	borrower	s i s i
x043	donor	n i l e
x043	borrower	t o m a
x044	donor	f o t u
x044	borrower	p o t u
x045	donor	k a m i
x045	borrower	l o s u
x046	donor	f o f a
x046	borrower	p o p a
x047	donor	m i x a
x047	borrower	m i s i
x048	donor	θ u s a
x048	borrower	t u s a
x049	donor	l e z i
x049	borrower	n i t i
x050	donor	z o z u
x050	borrower	s o s u
x051	donor	s a k i
x051	borrower	l o t i
x052	donor	x u f u
x052	borrower	k u p u
x053	donor	k a n a
x053	borrower	s e m i
x054	donor	z u s e
x054	borrower	s u s e
x055	donor	t o f a
x055	borrower	s e s e
x056	donor	z i z u
x056	borrower	s i s u
x057	donor	t o k i
x057	borrower	k a m e
x058	donor	z u k i
x058	borrower	s u k i
x059	donor	n u s a
x059	borrower	l e l u
