cognate_id	lect_id	segments
n000	proto	n u p i
n000	daughter	n u f i
n001	proto	m a p u
n001	daughter	m a p u
n002	proto	m o p i
n002	daughter	m o f i
n003	proto	t o p a
n003	daughter	t o p a
n004	proto	k e p e
n004	daughter	k e f e
n005	proto	t u p o
n005	daughter	t u p o
n006	proto	l u p i
n006	daughter	l u f i
n007	proto	t a p a
n007	daughter	t a p a
n008	proto	s a p e
n008	daughter	s a f e
n009	proto	l o p a
n009	daughter	l o p a
n010	proto	l i p e
n010	daughter	l i f e
n011	proto	m e p a
n011	daughter	m e p a
n012	proto	l u p i
n012	daughter	l u f i
n013	proto	s u p o
n013	daughter	s u p o
n014	proto	k e p e
n014	daughter	k e f e
n015	proto	s o p a
n015	daughter	s o p a
n016	proto	l o p i
n016	daughter	l o f i
n017	proto	n a p u
n017	daughter	n a p u
n018	proto	t i p e
n018	daughter	t i f e
n019	proto	n a p u
n019	daughter	n a p u
n020	proto	s o p i
n020	daughter	s o f i
n021	proto	m i p a
n021	daughter	m i p a
n022	proto	k a p e
n022	daughter	k a f e
n023	proto	k u p a
n023	daughter	k u p a
n024	proto	s o p e
n024	daughter	s o f e
n025	proto	t o p o
n025	daughter	t o p o
n026	proto	n e p i
n026	daughter	n e f i
n027	proto	l e p o
n027	daughter	l e p o
n028	proto	n u p e
n028	daughter	n u f e
n029	proto	m e p a
n029	daughter	m e p a
n030	proto	n e p e
n030	daughter	n e f e
n031	proto	m u p u
n031	daughter	m u p u
n032	proto	l o p e
n032	daughter	l o f e
n033	proto	k a p a
n033	daughter	k a p a
n034	proto	s a p e
n034	daughter	s a f e
n035	proto	k a p o
n035	daughter	k a p o
n036	proto	l o p i
n036	daughter	l o f i
n037	proto	l o p u
n037	daughter	l o p u
n038	proto	m i p e
n038	daughter	m i f e
n039	proto	m e p o
n039	daughter	m e p o
n040	proto	s i p i
n040	daughter	s i f i
n041	proto	s e p u
n041	daughter	s e p u
n042	proto	k i p e
n042	daughter	k i f e
n043	proto	n u p a
n043	daughter	n u p a
n044	proto	t i p e
n044	daughter	t i f e
n045	proto	s o p o
n045	daughter	s o p o
n046	proto	s a p i
n046	daughter	s a f i
n047	proto	l e p u
n047	daughter	l e p u
n048	proto	m o p e
n048	daughter	m o f e
n049	proto	s u p a
n049	daughter	s u p a
n050	proto	s i p i
n050	daughter	s i f i
n051	proto	t a p o
n051	daughter	t a p o
n052	proto	k a p e
n052	daughter	k a f e
n053	proto	s a p o
n053	daughter	s a p o
n054	proto	m e p i
n054	daughter	m e f i
n055	proto	s a p a
n055	daughter	s a p a
n056	proto	s e p e
n056	daughter	s e f e
n057	proto	m e p u
n057	daughter	m e p u
n058	proto	m e p e
n058	daughter	m e f e
n059	proto	m u p a
n059	daughter	m u p a
n060	proto	m a p e
n060	daughter	m a f e
n061	proto	m o p a
n061	daughter	m o p a
n062	proto	m i p e
n062	daughter	m i f e
n063	proto	m o p a
n063	daughter	m o p a
