cognate_id	lect_id	segments
c000	alpha	s e m a s
c000	omega	t i m a l
c001	alpha	s u p o k
c001	omega	l u m e
c002	alpha	k i m o l
c002	omega	p o n o l
c003	alpha	w e w o
c003	omega	l o m u k
c004	alpha	s o k e l
c004	omega	w i m i s
c005	alpha	m a p i k
c005	omega	p a t e k
c006	alpha	w a n a l
c006	omega	l e p o k
c007	alpha	s e l e n
c007	omega	t a n e s
c008	alpha	k i s u n
c008	omega	t i p u l
c009	alpha	n u w o k
c009	omega	k u l u s
c010	alpha	k u w u k
c010	omega	s o t u n
c011	alpha	t a l i l
c011	omega	s a l o l
c012	alpha	t o s u
c012	omega	n i t e k
c013	alpha	k e k a n
c013	omega	s e p i s
c014	alpha	l i w a n
c014	omega	p e m a k
c015	alpha	n e m a s
c015	omega	k a p o l
c016	alpha	n o m i s
c016	omega	s i m o l
c017	alpha	l o p a k
c017	omega	n a s i l
c018	alpha	k e p a l
c018	omega	l u m u
c019	alpha	p a k u n
c019	omega	p u s o
c020	alpha	t a l a l
c020	omega	k u l u k
c021	alpha	s o l u s
c021	omega	p e t e
c022	alpha	p e k a n
c022	omega	t o k e
c023	alpha	k e w u
c023	omega	w u p i
c024	alpha	p e s a l
c024	omega	p o n u n
c025	alpha	n e t e s
c025	omega	m o s e k
c026	alpha	l u k i n
c026	omega	l o t u
c027	alpha	t o n o n
c027	omega	w o s a k
c028	alpha	t i l u k
c028	omega	m i p e n
c029	alpha	k i s i l
c029	omega	p a s i k
c030	alpha	s o p e n
c030	omega	w u p a k
c031	alpha	n o s u s
c031	omega	w u m i
c032	alpha	n u l o n
c032	omega	t o l o s
c033	alpha	w i s i n
c033	omega	p o s o l
c034	alpha	p i k i l
c034	omega	p o l o s
c035	alpha	k u w e l
c035	omega	k e w i
c036	alpha	p a m e s
c036	omega	s e n o n
c037	alpha	l i k u k
c037	omega	s i p o
c038	alpha	m e p e k
c038	omega	l o m o n
c039	alpha	w u l a k
c039	omega	n u n a s
c040	alpha	l o m o n
c040	omega	t i w a l
c041	alpha	m i n u k
c041	omega	n e p i l
c042	alpha	k u s i k
c042	omega	p o p a l
c043	alpha	s a k u l
c043	omega	k o t e l
c044	alpha	t i n o s
c044	omega	s e p a n
c045	alpha	m u s a k
c045	omega	l o p i k
c046	alpha	l o s i s
c046	omega	n e s a
c047	alpha	k i k i n
c047	omega	p a k e n
c048	alpha	w e w e k
c048	omega	k i m o s
c049	alpha	n o t i
c049	omega	p e n i l
c050	alpha	w u m o
c050	omega	n a m e
c051	alpha	m i p o
c051	omega	p o s o l
c052	alpha	m o n e s
c052	omega	k o w u n
c053	alpha	t o w u k
c053	omega	m u s o s
c054	alpha	p o s a s
c054	omega	n i k e n
c055	alpha	w o p i k
c055	omega	k e p u
c056	alpha	p o s e
c056	omega	l e t u
c057	alpha	p i t u l
c057	omega	s u m e l
c058	alpha	m o l u l
c058	omega	l o w u k
c059	alpha	s e s i k
c059	omega	w a w a l
c060	alpha	k e k a k
c060	omega	l u t u s
c061	alpha	l a k i n
c061	omega	n a n o n
c062	alpha	t e w a l
c062	omega	s o w u l
c063	alpha	l e s a
c063	omega	n a s e n
c064	alpha	n o m i n
c064	omega	k e m o
c065	alpha	l a t o n
c065	omega	s e w o
c066	alpha	l o t a l
c066	omega	s o l e k
c067	alpha	l a k a k
c067	omega	l o n u s
c068	alpha	n a p i k
c068	omega	w a w o s
c069	alpha	m i m u k
c069	omega	p i n e
c070	alpha	s i l o n
c070	omega	m u s o
c071	alpha	t a p o n
c071	omega	w e n e k
c072	alpha	k e l i n
c072	omega	m u t u k
c073	alpha	l i w u n
c073	omega	t u p o l
c074	alpha	p e l i s
c074	omega	w u s i l
c075	alpha	m u t u s
c075	omega	l u w a
c076	alpha	n e s e
c076	omega	t i k u l
c077	alpha	p i t o n
c077	omega	w o l e n
c078	alpha	m o n u
c078	omega	l u t e k
c079	alpha	w u m u n
c079	omega	l a l a n
